제품군,항목명,설명
오디오,Wireless party link (Multi mode),여러 개의 스피커를 연결하여 파워풀한 사운드를 즐길 수 있습니다.
오디오,보안 잠금,"제품은 바퀴와 손잡이가 있어 쉽게 옮길 수 있습니다. 스피커 운반 시에 손잡이의 잠금 버튼을 누르고 위로 당겨, 잠금 버튼에서 손을 떼면 손잡이가 제자리에 고정됩니다. 손잡이를 접으려면 동일하게 잠금 버튼을 누른 상태에서 아래로 내려야 합니다."
오디오,Sound Boost,강렬한 사운드로 음악을 들을 수 있습니다.
오디오,Custom EQ(App),"LG XBOOM 앱에서 EQ를 통해 원하는 EQ로 조절이 가능합니다. 음악 감상에 최적화된 고출력의 소리인 Sound Boost, 극장에서 영화를 보는 듯한 웅장하고 입체적인 음향의 Cinema 등이 있습니다. (EQ 초기 설정은 Sound Boost입니다.)"
오디오,스피커(유닛) 수,스피커는 유닛 하나로 모든 대역을 재생하기 어렵기 때문에 유닛 수를 늘려 주파수를 세분화시킵니다. 유닛 수가 많을수록 소리가 왜곡이 없어 자연스럽고 일그러짐이 최소화됩니다.
오디오,AI 사운드 프로,"LG 사운드바의 알고리즘으로 콘텐츠의 사운드를 분석하여 장르에 맞는 사운드를 자동으로 적용합니다. 영화, 음악, 뉴스 등 장르에 맞게 일일이 모드를 바꾸지 않아도 알아서 각 장르에 맞는 최적의 사운드 경험을 제공합니다."
오디오,클리어 보이스 프로,사람의 목소리를 보다 또렷하게 들을 수 있는 기능입니다. TV의 해설 방송 기능 또는 음성 다중 기능을 변경하여 기능을 설정하거나 해제할 수 있습니다.
오디오,Music,가장 좋은 상태의 소리를 들을 수 있습니다.
오디오,Game,게임에 가장 어울리는 소리를 들을 수 있습니다.
오디오,Bass Blast / Bass Blast +,"저음이 두드러지는 소리를 들을 수 있습니다. Bass Blast는 기본적인 베이스 사운드 효과, Bass Blast +는 더 강력한 베이스 사운드를 제공하는 고급 사운드 효과입니다."
오디오,Upbit / Upsampling,"스트리밍을 포함한 일반 음원도 최대 32bit, 384kHz까지 원음에 가까운 음질로 재생할 수 있습니다."
오디오,DTS Digital Surround,"5.1 채널 오디오를 지원하는 압축된 디지털 오디오 포맷으로 영화, 음악, 게임 등의 콘텐츠를 보다 몰입감 있고 생생하게 만들어 줍니다. 이 기술은 중앙, 전면 좌우, 후면 좌우, 그리고 서브우퍼 채널을 통해 사운드를 분산시켜 청취자가 실제 사운드가 공간 내에서 움직이는 것처럼 느낄 수 있게 합니다."
오디오,AAC+,"AAC+(Advanced Audio Coding Plus)는 기존의 AAC 포맷을 확장하여 향상된 압축 기술로 오디오 파일의 크기를 더 효율적으로 압축하고, 더 좋은 음질을 감상할 수 있습니다."
오디오,리어 스피커 (2EA),리어스피커는 무선으로 연결되어 어떤 위치에 설치해도 끊김 없이 웅장하면서도 입체적인 음향을 제공합니다.
오디오,Pass-through (4K),"사운드바에 블루레이 플레이어와 같은 재생기기를 연결할 때도 HDR, Dolby Vision 그리고 4K 콘텐츠를 최소한의 손실로 원본에 가깝게 TV로 보내주는 기능 입니다."
오디오,VRR / ALLM,"프레임 속도 변화에 맞추고 이미지 깨짐을 감소시키는 기능입니다. VRR은 120Hz까지 지원해 게임과 현장감 넘치는 시청 경험을 즉각적인 반응속도로 즐기게 해주며, ALLM은 부드럽고 지연 없는 콘텐츠 감상을 가능하게 합니다."
오디오,HDR10,"밝은 부분을 더 밝게, 어두운 부분을 더 어둡게 표현하는 기능으로, 자연스럽고 생동감 넘치는 화질을 보여줍니다."
오디오,Dolby Vision,"돌비 연구소에서 HDR(High Dynamic Range) 비디오용으로 개발한 최초의 HDR 포맷으로 화면의 명암 비율, 색상 정확성, 밝기, 그림자 및 세부 사항을 개선하여 사용자에게 더 생생하고 현실적인 시각 경험을 제공합니다. 사용자는 비디오 콘텐츠를 훨씬 더 풍부하고 다채로운 색상과 선명도로 즐길 수 있습니다."
오디오,Audio Return Channel (ARC),"ARC(Audio Return Channel)는 HDMI 케이블로 TV, 사운드바, 앰프, 리시버 사이에 디지털 오디오 데이터를 전송할 수 있도록 해 오디오 스트림 전송을 가능하게 해주는 기술입니다."
오디오,Audio Return Channel (e-ARC),"e-ARC(Enhanced Audio Return Channel)는 ARC보다 훨씬 넓은 대역폭을 가지고 있어 디지털 오디오 신호를 압축할 필요 없이 더욱 생생한 사운드를 전달할 수 있을 뿐만 아니라 돌비애트모스, DTS:X와 같은 포맷도 지원하는 기술입니다. "
오디오,CEC (Simplink),CEC는 HDMI로 복수의 기기를 하나의 리모컨으로 제어할 수 있게 해주는 기능입니다. TV와 셋톱박스를 연결할 때 CEC를 지원하면 하나의 리모컨으로 두 기기를 모두 제어할 수 있습니다.
오디오,pass-through,"4K 콘텐츠를 고화질과 고음질로 시청할 수 있도록 지원하는 기술입니다. HDR, Dolby Vision 및 4K 콘텐츠를 TV에 최소한의 손실로 전달하며, 블루레이 플레이어와 같은 재생 장치를 사운드바에 연결할 때에도 4K 콘텐츠를 원활하게 재생할 수 있습니다. "
오디오,대기전력 (리어스피커),리어스피커는 무선으로 연결되어 어떤 위치에 설치해도 끊김 없이 웅장하면서도 입체적인 음향을 제공합니다.
오디오,리어스피커,리어스피커는 무선으로 연결되어 어떤 위치에 설치해도 끊김 없이 웅장하면서도 입체적인 음향을 제공합니다.
오디오,앱 - iOS/Android OS,LG Sound Bar 앱은 다양한 스마트 기기를 등록하여 편리하게 이용하는 앱 서비스입니다.
오디오,사운드 통합 컨트롤,"사운드바 리모컨을 별도로 사용할 필요 없이, TV 리모컨으로 전원, 볼륨 그리고 사운드 모드까지 선택이 가능합니다."
오디오,TV 사운드 공유,TV 스피커에 적용된 음향 모드를 사운드바에서 재생하거나 사운드바의 음향모드를 TV에서 선택해 재생할 수 있는 기능입니다.
오디오,AI 공간 최적화 프로 (App),내장된 마이크를 이용하여 사운드바가 설치된 공간에서 사운드가 왜곡되는 영역을 분석하고 자동으로 이를 최적화해주는 기능입니다.
오디오,와우 오케스트라,"TV 스피커와 사운드바에서 동시에 사운드가 나오는 기능입니다. TV는 중고음을 또렷하게 표현하고 사운드바는 풍성한 음을 더합니다. 영화, 콘서트, 스포츠 중계를 볼 때에 중요한 대사와 목소리를 더 선명하게 들을 수 있어 현장감 있는 생생한 소리를 즐길 수 있습니다.
"
오디오,WOW 인터페이스,"TV 리모컨으로 LG TV의 webOS 홈화면 메뉴에서 사운드바 설정 상태를 확인하거나 음악, 영화, 스포츠 등 맞춤형 사운드 모드 및 음량 등도 쉽게 조절할 수 있습니다."
오디오,월마운트 브라켓,동봉된 브라켓으로 벽에 구멍을 뚫는 작업을 통해 설치할 수 있습니다.
오디오,원격 제어,사용자는 스마트폰에서 앱으로 LG 사운드바를 제어할 수 있습니다.
오디오,리어 스피커,리어스피커는 무선으로 연결되어 어떤 위치에 설치해도 끊김 없이 웅장하면서도 입체적인 음향을 제공합니다.
오디오,Optical,광케이블을 꽂아서 TV와 사운드바를 연결할 수 있습니다.
오디오,블루투스 코덱 - SBC/AAC,SBC는 블루투스 오디오 기기에 가장 보편적으로 사용되는 코덱으로 오디오 신호를 주파수 대역별로 나누어 줍니다. 전력 소모가 적은 대신 압축률이 낮은 특징을 가지고 있습니다. AAC는 디지털 오디오에서 가장 보편적으로 사용되는 방식으로 압축률이 높아 적은 음원 손실로 우수한 음질을 제공합니다. 
오디오,무선 후면스피커 레디,2채널의 리어 스피커가 무선 스피커로 사운드 경험을 확장할 수 있습니다. * 리어스피커는 장입된 별도의 전원선 연결이 필요합니다.
오디오,Spotify Connect,"스마트폰, 태블릿, 컴퓨터를 Spotify 리모컨으로 사용할 수 있는 기능입니다."
오디오,AirPlay 2,사용자는 Apple 기기에 저장한 콘텐츠를 TV의 대형 화면으로 즐길 수 있는 기능입니다.
오디오,크롬캐스트,"구글에서 만든 멀티미디어 스트리밍 어댑터로, 이 장치는 오디오나 비디오를 와이파이를 통해 수신해 TV에서 스트리밍 재생합니다."
오디오,사용시간,"배터리가 완전히 충전된 상태에서 방전될 때까지의 사용시간을 의미합니다. 배터리 상태와 용량, 사용 환경에 따라 사용시간은 달라질 수 있고 표기된 사용시간과 실제 사용시간에는 차이가 있을 수 있습니다."
오디오,디지털출력 (Total) (W),"해당 제품이 발생시키는 총 디지털 출력 파워를 나타내는 측정값입니다. 이는 와트(W) 단위로 표현되며, 스피커에서 얼마만큼의 큰 볼륨으로 재생을 할 수 있느냐를 나타냅니다. 높은 총 출력 파워는 더 크고 역동적인 사운드를 생성할 수 있으며 이는 특히 개방된 공간에서 풍부하고 균형 잡힌 오디오 경험을 제공합니다."
오디오,USB Direct Recording,재생 중인 CD 음악을 MP3로 변환하여 컴포넌트에 연결된 USB 장치에 바로 저장할 수 있습니다.
오디오,MP3 CD,일반 CD 수준의 음질은 유지하면서 6배 이상의 음악을 저장할 수 있는 장치입니다.
오디오,WMA  CD,"오디오 CD를 전환하고 플레이어로 옮겨 Windows Media Audio 형식으로 인코딩된 기능을 나타내며, 고음질 오디오를 압축하여 저장하는 데 사용됩니다."
오디오,CD-R/RW,CD-R/RW는 1회만 기록할 수 있는 CD-R 과 여러 번 쓰고 지울 수 있는 CD-RW 미디어를 모두 사용할 수 있는 장치입니다.
오디오,USB Host,USB Host는 USB 가장 윗부분에 위치한 주 컨트롤러로 두 개의 USB 단자를 제공합니다. 이 단자에 주변 기기를 연결해 사용할 수 있으며 허브를 연결하면 더 많은 포트를 이용할 수 있습니다.
오디오,음향모드 (EQ),"리모컨의 사운드 효과 버튼을 이용하여 다양한 사운드 효과를 선택할 수 있습니다. 저음이 강화된 사운드의 Bass, 팝/클래식/재즈/록 공연장에 있는 듯한 느낌의 Pop/Classic/Jazz/Rock, 풋볼 경기장에 있는 듯한 사운드 효과의 Football, 최적화된 사운드를 즐길 수 있는 Standard 등이 있습니다."
오디오,고속충전,5분 충전 시 최대 60분 사용 가능합니다.
오디오,무선 충전,"무선 충전기 중앙에 맞춰 충전 케이스를 올려 놓으면, 완전 방전 상태에서 완전 충전 상태까지 약 4시간 소요됩니다.
* 정 위치에 올려놓지 않으면 충전 시간이 오래 걸리거나 열이 발생할 수 있습니다."
오디오,UVnano,유해세균을 줄여주는 UV(자외선)와 nanometer(길이 단위)의 합성어로 UV LED를 이용하여 유해 세균의 생장을 억제해 주는 기술입니다. 약품을 사용하지 않는 살균이기 때문에 인체에 무해합니다.
오디오,Plug&Wireless(블루투스 송신),"충전 케이스를 아날로그 기기(비행기 좌석의 오디오, 러닝머신, 카세트, 라디오, TV 등) 또는 USB 오디오 기기와 연결하여 이어버드로 소리를 들을 수 있습니다."
오디오,이어버드,"이어버드를 한 번 터치하면 음악이 재생 및 정지되며, 오른쪽 두 번 터치 시에는 음량을 올릴 수 있고 왼쪽 두 번 터치 시에는 음량을 내릴 수 있습니다. 세 번 터치하면 다음 곡이 재생되기도 합니다. 또한 통화의 경우 전화를 받을 시에는 한 번 터치, 전화 종료 시에는 두 번 터치, 전화 거절 시에는 길게 터치해주면 됩니다."
오디오,충전 케이스,"충전 케이스를 열면 이어버드의 배터리 상태가, 충전 케이스를 닫거나 이어버드가 장착되어 있지 않을 때에는 충전 케이스의 배터리 상태가 표시됩니다. 충전하지 않을 때에 배터리 잔량 상태가 20% 이하면 빨간색, 20~80% 사이면 노란색, 80% 이상이면 초록색으로 나타나며 충전 시에는 빨간색, 충전이 완료되면 초록색으로 표시됩니다."
오디오,유닛 사이즈 (Φ),"유닛 사이즈는 원형 형태로 지름 (Diameter)를 의미하며, 기호 Φ를 사용하여 표기합니다."
오디오,액티브 노이즈캔슬링,외부 소음과 정반대의 음파를 내보내 노이즈끼리 서로 상쇄시켜 제거하고 음악 소리만 귀로 전달되게 하는 기술입니다.
오디오,주변소리듣기,주변 소리 듣기 기능은 주변 상황을 알 수 있도록 외부 소리를 들을 수 있는 기능입니다.
오디오,BLE,"소비 전력을 최소화하고 배터리 수명을 연장해주는 핵심 기능인 Bluetooth Low Energy(BLE)는 다른 무선 전송 규격보다 전송 속도가 상대적으로 느린 편이지만, 오랜 배터리 소모가 가능하여 스마트 밴드, 워치, 비콘 등의 장치에 적용되고 있습니다."
오디오,Google Fast Pair Service,무선 이어버드를 휴대폰에 연결해줄 때에 안드로이드 5.0 이상이면 휴대폰 화면 상단에 나타나는 [Fast Pair 연결] 팝업을 눌러 연결할 수 있습니다. 안드로이드 5.0 이하 또는 iOS이면 휴대폰 블루투스 설정 메뉴에서 소지하고 있는 모델명을 선택하여 연결해줍니다.
오디오,사운드 싱크,"광 디지털 입력 단자에 LG 사운드 싱크 기기를 연결한 후 출력 스피커 선택을 광 디지털로 설정 후 켜짐으로 설정하면, TV 리모컨으로 연결된 LG 사운드 싱크 기기의 볼륨을 조절할 수 있습니다."
오디오,Auto Power On/off,자동 전원 기능은 광케이블 또는 블루투스(BT)가 연결된 상태에서 TV와 사운드바가 꺼져 있을 경우 TV가 켜질 때 사운드바가 자동으로 켜지게 하는 기능입니다.
오디오,무선 후면 서라운드 스피커,2채널의 리어 스피커가 무선 스피커로 사운드 경험을 확장할 수 있습니다. * 리어스피커는 장입된 별도의 전원선 연결이 필요합니다.
오디오,메리디안 사운드,"톤프리, 엑스붐 Go 등에 적용되어 있는 영국 하이엔드 오디오 사운드입니다. 고급 자동차 브랜드에 적용될 정도의 명품 사운드로 원음 그대로의 아날로그 사운드를 가장 잘 재현해 냅니다."
오디오,돌비 애트모스,음향 전문 브랜드인 돌비 연구소에서 개발한 기술로 소리를 360도로 전달하는 서라운드 사운드 시스템입니다. 입체적인 사운드를 통해 집에서도 영화관에 있는 것처럼 생생한 경험을 하며 영상을 즐길 수 있습니다.
오디오,사운드 최적화,"LG 사운드바의 알고리즘으로 콘텐츠의 사운드를 분석하여 장르에 맞는 사운드를 자동으로 적용합니다. 영화, 음악, 뉴스 등 장르에 맞게 일일이 모드를 바꾸지 않아도 알아서 각 장르에 맞는 최적의 사운드 경험을 제공합니다."
오디오,AI Sound Pro,"LG 사운드바의 알고리즘으로 콘텐츠의 사운드를 분석하여 장르에 맞는 사운드를 자동으로 적용합니다. 영화, 음악, 뉴스 등 장르에 맞게 일일이 모드를 바꾸지 않아도 알아서 각 장르에 맞는 최적의 사운드 경험을 제공합니다."
오디오,비트/샘플링,비트 레이트는 특정 시간 단위마다 처리되는 비트의 수로 높을수록 더 좋은 음질을 구현할 수 있습니다. 샘플 레이트는 연속적 신호에서 얻어진 단위 시간당 샘플링 횟수를 나타내며 높을수록 음질이 향상됩니다. 샘플링 횟수가 높을수록 파일 크기가 커지면서 저장 공간 및 대역폭 요구 사항도 증가합니다. 낮은 샘플링 레이트를 사용하면 데이터 크기가 낮아지고 저장과 전송이 용이하다는 장점이 있습니다.
오디오,Hi-Fi 변환기능,"Hi-Fi 변환 기능은 다양한 방법으로 소리의 왜곡, 착색 및 손실 등을 최대한 줄여 오디오 품질을 향상시킵니다. 무손실 압축 해제와 사운드 조절을 가능하게 해 원음에 충실한 소리를 제공합니다."
오디오,사운드 효과,"사용자는 리모컨의 프리셋 버튼을 눌러 영화와 스포츠, 뮤직 등 다양한 모드 중 하나로 변경할 수 있고 입력 신호 전환에 따른 음량의 크기도 자동으로 조절할 수 있는 기능도 선택적으로 이용할 수 있습니다."
오디오,HDMI Audio Return Channel (e-ARC),"고급 오디오 연결을 위해 향상된 기능을 제공하며, 기존 HDMI Audio Return Channel(ARC)보다 훨씬 더 높은 대역폭과 속도를 가지고 있습니다. Dolby ATMOS, DTS:X 등 입체음향기술과 고품질 음원을 손실 없이 재생합니다."
오디오,4k Pass Through,"4K 콘텐츠를 고화질과 고음질로 시청할 수 있도록 지원하는 기술입니다. HDR, Dolby Vision 및 4K 콘텐츠를 TV에 최소한의 손실로 전달하며, 블루레이 플레이어와 같은 재생 장치를 사운드바에 연결할 때에도 4K 콘텐츠를 원활하게 재생할 수 있습니다. "
