제품군,항목명,설명
TV,다이나믹 톤 매핑,"영상의 명암 정보를 자세히 분석하고 보정하는 기술입니다. 밝은 영역은 더 밝게, 어두운 영역은 더 어둡게 조정하여 화면의 입체감을 향상시킵니다."
TV,화면모드,시청 환경 또는 영상물의 종류에 맞는 최적의 영상 모드를 선택합니다.
TV,HGIG,"게임 개발사가 처음 의도했던 그대로의 화면 색감과 분위기를 표현하기 위한 규격입니다. 지원되는 게임기를 연결하고 [게임 맞춤] - [톤 매핑] 기능에서 적용할 수 있습니다.

* TV 모델과 연결된 게임기, 게임 타이틀에 따라 지원하지 않거나 메뉴가 다를 수 있습니다."
TV,게임 맞춤,"장르에 따라 최적의 게임 화면을 세팅하고 응답속도, 각종 Sync 기능의 옵션을 한눈에 확인하고 쉽게 변경할 수 있는 기능입니다. 다크 룸 모드를 이용해 어두운 방에서 장시간 게임을 할 때 눈의 피로를 덜어줄 수 있도록 게임 영상을 조정할 수도 있습니다.

* 게임 맞춤 메뉴의 구성은 시리즈마다 상이할 수 있습니다.
* 게임 맞춤 모드와 게이밍 보드를 활성화하면 게이밍 보드를 사용할 수 있습니다."
TV,ALLM (Auto Low Latency Mode),ALLM (Auto Low Latency Mode)은 게임이 시작되면 자동 게임 모드로 전환하여 영상과 음성의 응답 속도를 빠르게 만들어주는 기능입니다. 입력과 TV의 반응 사이의 지연 시간을 최대한 줄여 격투 게임이나 FPS 게임과 같이 반응 속도가 중요한 게임을 더 재미있게 즐길 수 있게 해줍니다.
TV,운영체제,"사용자의 하드웨어, 시스템 리소스를 제어하고 프로그램에 대한 일반적 서비스를 지원하는 시스템 소프트웨어입니다. 주로 webOS가 사용되며 이 운영체제는 다양한 스트리밍 서비스 및 어플리케이션에 빠르고 원활하게 접근할 수 있는 플랫폼을 제공합니다."
TV,ThinQ,"자사의 인공지능 기술 브랜드로 TV, 냉장고, 세탁기 등에 탑재되어 있습니다. 스마트폰, 태블릿 등에 설치된 LG ThinQ 어플로 제어 가능합니다."
TV,음성인식,"AI 매직 리모컨, 인공지능 리모컨 또는 이지 리모컨을 이용해 음성을 인식합니다. "
TV,아마존 알렉사,"알렉사는 아마존의 음성인식 기반 인공지능 비서 기술을 말합니다. 사용자는 매직 리모컨에 있는 '아마존 프라임 비디오' 버튼을 누른 뒤, 음성인식으로 TV 볼륨을 조정하거나 채널을 바꿀 수 있습니다. 음성 질문에도 반응해 사용자가 선택할 수 있는 옵션을 TV 화면으로 보여주기도 합니다."
TV,Apple Airplay2,사용자는 Apple 기기에 저장한 콘텐츠를 TV의 대형 화면으로 즐길 수 있는 기능입니다.
TV,웹브라우저,Android OS 웹 브라우저를 지원해 외부 데스크톱 연결 없이 정보를 직접 찾을 수 있습니다.
TV,LG채널,"LG채널은 이용약관 동의 시 100여개의 채널을 무료로 시청할 수 있으며 다양한 장르의 라이브 채널 및 인기 드라마/예능, 그리고 VOD로 구성되어 있습니다.
* PC, 모바일 등 다른 기기에서는 이용이 불가하며, 2016년 이후 생산된 LG smart TV에서만 이용 가능합니다.
* 서비스 제공사에 따라 채널 수는 변경될 수 있습니다."
TV,스피커 출력,내장된 스피커가 내보내는 소리의 크기를 나타냅니다. 출력이 높을수록 큰 소리도 노이즈 없이 안정적으로 낼 수 있습니다.
TV,AI 사운드,인공지능을 활용하여 콘텐츠에 맞춘 최적화된 사운드와 실감나는 서라운드 효과를 제공합니다.
TV,클리어보이스 프로,사람의 목소리를 보다 또렷하게 들을 수 있는 기능입니다. TV의 해설 방송 기능 또는 음성 다중 기능을 변경하여 기능을 설정하거나 해제할 수 있습니다.
TV,AI 공간인식 사운드,"인공지능 리모컨에 있는 마이크를 통해 TV가 설치되어 있는 공간을 분석하여 환경에 맞게 TV의 사운드를 최적화 하는 기능입니다. 측정이 끝난 후 원하는 음향을 선택할 수 있습니다.
*공간 인식 사운드는 일부 모델에만 지원됩니다."
TV,LG 사운드 싱크,"광 디지털 입력 단자에 LG 사운드 싱크 기기를 연결한 후 출력 스피커 선택을 광 디지털로 설정 후 켜짐으로 설정하면, TV 리모컨으로 연결된 LG 사운드 싱크 기기의 볼륨을 조절할 수 있습니다."
TV,TV 사운드 공유,TV 스피커에 적용된 음향 모드를 사운드바에서 재생하거나 사운드바의 음향모드를 TV에서 선택해 재생할 수 있는 기능입니다.
TV,Simultaneous Audio Output,[외부 스피커와 TV 스피커로 같이 듣기]로 TV에 내장된 스피커와 블루투스 스피커로 동시에 소리를 듣거나 서라운드 음향으로 들을 수 있습니다. TV 스피커와 사운드바에서 소리를 동시에 출력해 더 풍부한 음향을 즐길 수 있습니다.
TV,블루투스 서라운드 레디,"블루투스 스피커를 연결한 상태에서도 TV 스피커에서 사운드가 출력되므로 관중의 함성소리까지 재현하는 서라운드 환경을서라운드 환경을 즐기실 수 있습니다.

* 최대 두 대의 LG 블루투스 스피커를 동시에 연결할 수 있으며, 다른 브랜드의 블루투스 스피커는 연결이 제한될 수 있습니다."
TV,심플링크,"HDMI로 연결한 다양한 멀티미디어 기기를 TV 리모컨으로 편리하게 제어하고 감상할 수 있습니다.

* 심플링크 로고가 있는 기기에 대해서만 동작합니다.
* 정해진 규격과 다른 제품을 사용할 경우, 사용이 원활하지 않을 수 있습니다.
* 심플링크를 이용하려면 고속 HDMI Ⓡ 케이블(CEC(Consumer Electronics Control)을 사용하셔야 합니다. 고속 HDMI Ⓡ 케이블은 기기 간의 정보 교환을 위한 13번 핀이 연결되어 있습니다. HDMI 케이블로 연결한 오디오 기기로 소리를 들으시려면 심플링크(HDMI-CEC)를 ""켜짐""으로 설정해 주시기 바랍니다."
TV,ARC(Audio Return Channel),"ARC(Audio Return Channel)는 HDMI 케이블로 TV, 사운드바, 앰프, 리시버 사이에 디지털 오디오 데이터를 전송할 수 있도록 해 오디오 스트림 전송을 가능하게 해주는 기술입니다."
TV,Bluetooth 지원,사운드바 또는 헤드셋의 LG 사운드 싱크 [무선] 기능이 지원되는 모델에서 무선으로 연결하여 TV의 음성을 들을 수 있습니다.
TV,Ethernet 입력,"이더넷(Ethernet)은 같은 지역의 네트워크인 LAN을 유선으로 구현하는 기술 방식입니다. 이는 유선 네트워크 연결을 제공하며, 설치 비용이 적고 속도가 빠르다는 장점이 있습니다."
TV,RF 입력,지상파 또는 케이블 TV와 같은 방송 신호를 받을 수 있는 단자입니다
TV,SPDIF (Optical Digital Audio Out),"디지털 오디오 신호를 전송하기 위한 규격으로, 광 케이블 혹은 동축 케이블로 전송합니다. 사용자에게 풍부하고 입체적인 사운드 경험을 제공하며 일반적으로 사운드 바, 홈 시어터 시스템, 또는 AC 리시버와 같은 외부 오디오 시스템에 연결됩니다."
TV,대비 상승,TV 메뉴의 밝은 부분과 어두운 부분의 대비를 조정하여 TV 메뉴의 글자를 좀 더 쉽게 알아볼 수 있습니다.
TV,흑백 전환,영상 및 화면에 제공되는 메뉴의 색상을 흑백톤으로 변경해 색에 따른 모호한 경계를 또렷하게 합니다.
TV,색반전,TV 메뉴의 배경과 글자 색상을 반전하여 메뉴의 글자를 좀 더 편하게 읽을 수 있습니다.
TV,리모컨,"원격으로 TV를 제어할 수 있는 기기로,디지털 안테나 및 아파트 공청을 이용한 디지털 방송(유선 방송)을 시청할 때 사용하는 일반 리모컨 및 통합 리모컨 설정으로 셋톱박스 방송과 일반 유선 방송 시청에 모두 사용 가능한 인공지능(매직) 리모컨 그리고 특정 통신사에서 제공하는 셋톱박스 방송을 시청할 때 사용하는 셋톱박스 리모컨이 있습니다."
TV,"VESA 규격 (WxH, mm)",VESA(Video Electronics Standards Association)에서 모니터 및 TV 마운트 홀에 대해 지정한 국제 표준 규격입니다. VESA 규격이 일치해야 TV와 브라캣을 설치할 수 있습니다.
TV,백라이트,화면 표시 장치의 패널 뒤에서 형광등처럼 빛을 내는 광원 장치입니다. 
TV,나노셀 디스플레이,LCD 표면에 약 1나노미터(nm)의 나노 입자를 입혀 색 정확도와 색 재현력을 높여 화질을 개선한 기술입니다. 어느 각도에서 화면을 보더라도 색이 왜곡되는 현상이 거의 없습니다. 레드와 그린 사이의 색 섞임 현상도 색상 흡수 능력으로 보완되었습니다.
TV,퍼팩트 블랙,"개별 화소의 전원을 끄는 방식으로 블랙을 구현해 빛샘 현상이 없고, 외부 빛 반사를 최소화하여 완벽한 블랙을 구현합니다."
TV,시야각,화면을 정상적으로 볼 수 있는 최대한의 측면 각도를 말합니다. 시야각이 넓을수록 어느 각도에서 보아도 화질 왜곡 없이 정확하고 선명한 화면을 볼 수 있습니다.
TV,인공지능 화질,"딥 러닝 기법으로 학습한 알고리즘을 적용하여 콘텐츠 특성에 맞는 화질을 알아서 설정합니다.
*디지털 방송, USB 저장 장치의 영상 및 HDMI 영상 입력에만 지원됩니다. *영상 모드가 게임인 경우 설정할 수 없습니다. *저작권 보호를 받는 콘텐츠에서는 동작하지 않습니다."
TV,장르 맞춤 화면,"이미지 품질이 인공지능을 기반으로 해당 콘텐츠의 장르에 맞게 자동으로 조정됩니다.

*저작권 보호를 받는 콘텐츠에서는 동작하지 않습니다."
TV,인공지능 밝기 조정,주변 환경에 따라 밝기를 자동으로 조절하여 최적의 시청 환경을 제공합니다.
TV,모션 프로,움직임이 많은 스포츠 경기 화면의 프레임을 더 부드럽게 전환되도록 처리하여 마치 경기를 눈 앞에서 보는 듯한 현장감을 전달합니다.
TV,G-Sync Compatible (Nvidia),"NVIDIA의 게임 적응형 동기화 기능으로 가변 주사율(VRR)이라고도 합니다. PC 그래픽 카드와 TV 화면 표현 간의 불일치로 화면이 끊기거나 깨지는 현상을 개선해 줍니다. NVIDIA 그래픽 카드로 구현된 고화질 게임 화면을 유연한 움직임으로 몰입감 있게 즐길 수 있습니다.

* 일부 TV 모델과 그래픽 카드에서는 지원되지 않을 수 있습니다.
"
TV,FreeSync,게임 중 발생하는 화면 찢어짐(tearing)과 버벅거림(stuttering)을 줄여 매끄럽고 순조로운 움직임을 경험할 수 있습니다.
TV,VRR (Variable Refresh Rate),VRR(Variable Refresh Rate)은 주사율을 가변적으로 조절하여 부드러운 화면을 제공하는 기술입니다. 일반적인 TV 프로그램이나 영화보다는 빠른 화면 전환이 필요한 액션 및 슈팅게임에서 중요하며 VRR 없이는 화면 찢어짐이 발생할 수 있습니다.
TV,게임 모드,PlayStation이나 Xbox 같은 비디오 게임 콘솔을 연결했을 때 TV 화면을 게임에 적합하도록 설정할 수 있는 기능입니다.
TV,다크룸 모드,어두운 방에서 오랜 시간 게임을 즐길 때 눈의 피로를 덜어줄 수 있도록 조도 센서를 통해 주위 환경의 밝기에 따라 TV 밝기를 적절하게 조절해 줍니다.
TV,게이밍 보드,"LG TV에 적용된 기능으로 각종 게임 설정을 쉽고 빠르게 할 수 있는 화면을 말합니다. 장르에 따라 최적의 게임 화면을 설정하고 응답속도, 각종 Sync 기능 등의 옵션을 한눈에 확인하고 원하는 게임 설정으로 쉽게 변경 가능합니다."
TV,돌비 애트모스,음향 전문 브랜드인 돌비 연구소에서 개발한 기술로 소리를 360도로 전달하는 서라운드 사운드 시스템입니다. 입체적인 사운드를 통해 집에서도 영화관에 있는 것처럼 생생한 경험을 하며 영상을 즐길 수 있습니다.
TV,인공지능 사운드,인공지능을 활용하여 콘텐츠에 맞춘 최적화된 사운드와 실감나는 서라운드 효과를 제공합니다.
TV,인공지능 공간인식 사운드,"인공지능 리모컨에 있는 마이크를 통해 TV가 설치되어 있는 공간을 분석하여 환경에 맞게 TV의 사운드를 최적화 하는 기능입니다. 측정이 끝난 후 원하는 음향을 선택할 수 있습니다.

*공간 인식 사운드는 일부 모델에만 지원됩니다."
TV,출력 (W) / 채널 (Ch),출력(W)은 제품이 발생시키는 디지털 출력 파워를 나타냅니다. 출력이 높을수록 큰 소리를 안정적으로 낼 수 있습니다. 채널은(Ch)은 하나의 음원 안에 독립적으로 저장 및 재생되는 각각의 소리를 의미합니다. 채널이 많을수록 소리가 여러 스피커를 통해 분산되어 나옵니다. 
TV,버츄얼 사운드,사운드를 인식하고 음성과 배경음을 분리하여 마치 버추얼 스피커가 있는 것처럼 더욱 공간감이 느껴지는 입체적인 사운드를 구현합니다.
TV,클리어보이스,"사람의 목소리를 보다 또렷하게 들을 수 있는 기능입니다. TV의 해설 방송 기능 또는 음성 다중 기능을 변경하여 설정하거나 해제할 수 있습니다.

*설정 방법은 모델에 따라 다를 수 있습니다."
TV,LG 사운드 싱크(TV음원 → 사운드바(블루투스 활용)),"광 디지털 입력 단자에 LG 사운드 싱크 기기를 연결한 후 출력 스피커 선택을 광 디지털로 설정 후 켜짐으로 설정하면, TV 리모컨으로 연결된 LG 사운드 싱크 기기의 볼륨을 조절할 수 있습니다."
TV,Component,"컴포넌트는 독립적이고 재사용 가능한 UI(User Interface, 디지털 기기를 작동시키는 명령이나 기법을 포함하는 사용자 환경) 조각입니다."
TV,Composite In (AV),"컴포지트는 아날로그 영상 표준의 하나로, 케이블 하나로 밝기 신호와 색 신호를 모두 전송하기 때문에 화질이 떨어집니다. 오래된 기기들을 연결할 수 있는 수단으로 사용되며 음성 정보를 전달하지 않으므로 아날로그 음성 케이블을 함께 연결해야 합니다."
TV,eARC/ARC(Audio Return Channel),"ARC(Audio Return Channel)는 HDMI 케이블로 TV, 사운드바, 앰프, 리시버 사이에 디지털 오디오 데이터를 전송할 수 있도록 해 오디오 스트림 전송을 가능하게 해주는 기술입니다."
TV,4면 시네마 스크린,제품 아래에 있는 로고까지 제거하여 완성된 초슬림 베젤 4면 시네마 스크린은 콘텐츠 시청 시 최고 수준의 몰입감을 경험할 수 있게 해줍니다.
TV,셰어링 탭,"휴대폰을 리모컨에 가까이 대면 휴대폰으로 보던 영화나 저장된 사진, 동영상을 TV로 볼 수 있고 TV 소리를 휴대폰에서 들을 수 있습니다. 

* 이 기능은 인공지능 리모컨 NFC가 있어야 사용할 수 있습니다.
* 이 기능을 사용하려면 ThinQ 앱을 최신 버전으로 업데이트하고 최초 1회 TV 등록이 필요합니다.
* ThinQ 앱 제품 등록을 위해서는 TV와 휴대폰이 동일한 네트워크에 연결되어 있어야 합니다.
*휴대폰 제조사와 모델에 따라 기능 별로 사용이 제한될 수 있습니다."
TV,갤러리 모드,"명화나 사진, 인테리어용 사진들을 마치 액자처럼 볼 수 있습니다."
TV,스포츠 알람,"좋아하는 팀을 설정해 놓으면 팀의 경기 시작을 미리 알려주는 기능입니다. 가족들과 드라마를 보다가도 경기를 바로 볼 수 있고 실시간으로 경기 스코어도 알 수 있습니다.

*지원하는 종목, 구단, 선수 등의 정보는 변경될 수 있습니다."
TV,인공지능 맞춤검색,"""뉴스 속 사건에 대해 더 알고 싶거나 홈쇼핑에 나온 제품 정보가 궁금할 때 리모컨 휠 버튼을 약 3초간 꾹 누르면 인공지능이 관련된 정보를 알려드립니다.

*리모컨 포인트가 보라색으로 변하면 인공지능 맞춤 검색이 가능합니다.
*인공지능 맞춤검색이 가능한 항목은 Live방송, 갤러리모드, 설정, TV가이드, 스포츠 알람입니다.""
"
TV,타임머신,"아날로그 방송, 디지털 방송, 외부 입력 영상을 보던 도중 잠시 자리를 비우거나 그만 보고 싶을 때 
하드디스크에 저장하고 나중에 다시 볼 수 있는 기능입니다.

* 타임머신 녹화는 디지털 방송만 가능하며 시청 중인 방송 채널에서만 기능을 사용할 수 있습니다.
* 최대 2시간 분량을 저장할 수 있고 RGB-PC · HDMI · 컴포넌트 입력으로 전환, 자동채널, 전원 꺼짐, 녹화, 음악, 사진, 녹화 목록 재생, 복사 초기설정 변경 시에는 저장된 영상이 삭제됩니다.
* 기능 동작을 위해 전원을 켤 때 하드디스크 저장 상태에 따라 최대 3분 정도 소요될 수 있습니다.
*상세한 사용 방법은 LGE.COM의 고객지원 > 스스로해결 > 문제 해결 Q&A에서 ""[LG TV 타임머신] 타임머신과 녹화 기능을 사용하고 싶어요"" 를 통해 확인 하실 수 있습니다.
"
TV,모바일 화면 공유(Android/Apple iOS),스마트폰의 화면과 소리를 TV와 무선으로 연결하여 TV의 큰 화면에서 즐길 수 있는 기능입니다. 화면 공유 기능을 지원하는 스마트폰이라면 별도의 케이블 없이도 TV에 스마트폰 화면을 공유할 수 있습니다.
TV,인공지능 업스케일링,"인공지능 프로세서가 영상을 훨씬 더 선명하고 깨끗하게 만듭니다. 새로운 딥 러닝 알고리즘은 화질을 4가지 레벨로 분류하고 얼굴, 몸, 물체, 글씨까지 인식해 색의 강도와 밝기를 보정하여 화면의 완성도를 높입니다.

"
TV,HFR (High Frame Rate),"HFR로 제작한 영상은 초당 화면 수가 최대 120장으로, 대부분 초당 24장으로 만들어지는 영화의 5배 수준입니다. 1초에 보여줄 수 있는 화면 수가 많아지면 달리는 육상선수의 빠른 발도 또렷하게 볼 수 있습니다."
TV,G-Sync Compatible,"NVIDIA의 게임 적응형 동기화 기능인 VRR은 PC 그래픽 카드와 TV 화면 표현 간의 불일치로 발생하는 화면 끊김과 깨짐 현상을 개선합니다. NVIDIA 그래픽 카드로 구현된 고화질 게임 화면을 유연한 움직임으로 몰입감 있게 즐길 수 있습니다.

* 일부 TV 모델과 그래픽 카드에서는 지원되지 않을 수 있습니다.
"
TV,인공지능 ThinQ,"자사의 인공지능 기술 브랜드로 TV, 냉장고, 세탁기 등에 탑재되어 있습니다. 스마트폰, 태블릿 등에 설치된 LG ThinQ 어플로 제어 가능합니다."
TV,다이렉트 음성인식,리모컨 없이도 TV 자체로 음성을 인식합니다.
TV,갤러리모드,"명화나 사진, 인테리어용 사진들을 마치 액자처럼 볼 수 있습니다."
TV,스포츠알람,"좋아하는 팀을 설정해 놓으면 팀의 경기 시작을 미리 알려주는 기능입니다. 가족들과 드라마를 보다가도 경기를 바로 볼 수 있고 실시간으로 경기 스코어도 알 수 있습니다.

*지원하는 종목, 구단, 선수 등의 정보는 변경될 수 있습니다."
TV,멀티뷰,"두 개의 화면을 동시에 볼 수 있는 기능입니다. 예를 들면 주 화면에서는 운동 영상을 보고 보조 화면에서는 카메라 앱을 실행하여 본인이 운동하는 모습을 볼 수 있습니다.

"
TV,대기모드,대기모드(Always Ready)는 TV를 시청하지 않을 때에도 상태로 다양한 일상의 서비스를 제공합니다.
TV,WiSA 지원,WiSA는 차세대 블루투스로 꼽히는 무선 오디오 기술 표준 규격으로 케이블 없이도 여러 기기들을 연결해줍니다.
TV,IR Blaster Cable,"IR 블라스터는 적외선 송신기를 이용해 셋톱박스와 블루레이 플레이어, DVD 플레이어, 사운드 바, 게임기와 같은 기기를 제어할 수 있습니다. IR 블라스터 케이블은 TV 뒷면에 있는 IR 블라스터 단자에 연결할 수 있습니다."
TV,HLG,"이미지 품질이 인공지능을 기반으로 해당 콘텐츠의 장르에 맞게 자동으로 조정됩니다.

*저작권 보호를 받는 콘텐츠에서는 동작하지 않습니다."
TV,ThinQ홈보드,TV를 보는 중에도 세탁과 건조 종료 시간을 확인하고 공기 청정기와 로봇 청소기를 작동 시키는 등 우리 집 가전의 상태를 한눈에 확인하실 수 있는 기능입니다.
TV,부착방식,"LG 스마트캠은 자석형으로 TV 후면에 캠을 부착할 수 있으며 상하 각도 조절이 가능합니다.
* 동봉된 철제 스티커를 TV 후면 상단에 붙인 후 스마트 캠을 부착해 주세요."
TV,최대 해상도,한 화면에 포함된 총 화소(픽셀)의 수를 말합니다. 보통 가로와 세로의 화소수로 나타내며(가로x세로) 해상도가 높을수록 세밀하고 선명한 화면을 볼 수 있습니다.
TV,화각,"카메라 센서에 캡쳐되는 장면의 각도 범위를 측정한 값입니다. 화각은 렌즈의 초점 거리 및 카메라 센서의 포맷에 따라 결정되며 숫자가 낮을수록 넓게, 높을수록 좁게 찍힙니다."
TV,포커스 유형,"카메라의 초점이 고정된 상태로 설정되어 있어, 사용자가 따로 수동으로 조정하지 않아도 됩니다."
TV,프라이빗 커버,"스마트 캠을 사용하지 않을 경우 프라이빗 커버를 닫아 주면 화면이 촬영되지 않습니다. 내장된 커버로 카메라 렌즈를 차단함으로써 해킹 피해를 방지해 줍니다.
* 카메라 사용 중일 때, 빨간색 불빛이 나옵니다."
TV,마이크 개수,"LG 스마트 캠은 양쪽에 내장된 듀얼 마이크를 통해 어느 위치에서도 입체감 있는 목소리를 전달해 줍니다. 지원하는 앱의 메뉴에 따라 카메라, 마이크의 ON/OFF 기능을 지원합니다."
TV,인터페이스,"터치 스크린 환경에 최적화된 대시보드를 지원하여, 마치 스마트폰이나 태블릿을 이용하듯 하단 런처를 통해 원하는 기능을 빠르게 불러올 수 있고 자주 쓰는 기능을 홈 화면에 배치해 이용하는 것도 가능합니다. PC에서 흔히 볼 수 있는 윈도우 운영체제 특유의 데스크톱 UI를 원하는 사용자를 위해 터치 메뉴를 빠르게 전환하는 기능도 제공합니다."
TV,전원,"TV가 정상적으로 작동하기 위해 요구되는 전압 범위인 정격 전압(V)과 전원이 공급되는 전력의 주기적 변동 속도인 주파수(Hz)를 나타냅니다. 어댑터는 TV에 안정적인 전원을 공급하는 장치이며, 이를 위해 TV를 작동하면 어댑터는 쉴새 없이 220V의 교류 전압을 19V 직류 전압으로 변환을 합니다."
TV,지원모델,"LG 스마트 TV 독자 플랫폼인 webOS에 최적화해 TV 본체와 연결하면 별도의 프로그램을 설치하지 않아도 간편하게 사용할 수 있습니다. webOS 어플리케이션 가운데 홈트레이닝, 댄스 강습 플랫폼을 이용하는 고객들은 스마트 캠을 이용해 본인의 동작과 코칭 영상을 동시에 보면서 배울 수 있어 더 효과적입니다."
TV,모바일 화면 공유(Android),스마트폰의 화면과 소리를 TV와 무선으로 연결하여 TV의 큰 화면에서 즐길 수 있는 기능입니다. 화면 공유 기능을 지원하는 스마트폰이라면 별도의 케이블 없이도 TV에 스마트폰 화면을 공유할 수 있습니다.
TV,FreeSync Compatible (AMD),게임 중 발생하는 화면 찢어짐(tearing)과 버벅거림(stuttering)을 줄여 매끄럽고 순조로운 움직임을 경험할 수 있습니다.
TV,모바일 리모컨 지원,"제품을 LG ThinQ 앱에 등록하면 스마트폰을 리모컨처럼 사용할 수 있습니다. TV 전원을 켜고 끌 수 있을 뿐만 아니라, 볼륨 및 채널을 제어할 수 있습니다."
TV,패밀리 세팅,"패밀리 케어(Family Care)는 TV 시청 시작 시간과 종료 시간을 입력 및 제어하는 사용 시간 설정, 시력 보호를 위해 블루라이트를 감소시켜주는 기능, 청력 보호를 위해 TV 볼륨의 최대치를 낮추는 기능, TV 총 사용 시간과 앱 사용 목록을 모니터링하는 스크린 타임 분석 기능 등 가족들의 TV 시청 환경을 위해 다양한 설정을 제공하는 기능입니다."
TV,USB 카메라 호환,"마이크가 포함된 스마트캠을 TV 후면에 붙이고, 부착된 스마트캠을 동봉된 USB 케이블을 이용하여 TV의 USB 단자에 연결할 수 있습니다."
TV,스피커 채널,채널은(Ch)은 하나의 음원 안에 독립적으로 저장 및 재생되는 각각의 소리를 의미합니다. 채널이 많을수록 소리가 여러 스피커를 통해 분산되어 나옵니다. 
TV,오디오 지원 코덱,음성 또는 영상 신호를 디지털 신호로 변환하고 반대로 압축된 디지털 신호를 음성이나 영상으로 풀어 재생하는 소프트웨어나 장치입니다.
TV,USB,"TV에 USB 저장 장치를 연결하면 USB 저장 장치에 있는 콘텐츠를 TV로 쉽고 편하게 즐길 수 있습니다.
* TV 뒷면의 [USB 입력] 포트에 USB 저장 장치를 연결하고 TV의 입력 모드를 USB 저장 장치로 설정해주세요."
TV,리모컨 배터리,"구매 시 리모컨과 함께 제공되며, 배터리의 유형과 개수를 나타냅니다.
* 배터리 교체 시, 두 개를 모두 동일한 새 것으로 바꾸어야 합니다."
TV,전원선,"전원 어댑터를 제품에 연결한 후, 벽면 콘센트에 전원코드를 연결해줍니다."
TV,대기모드 소비전력,"대기모드는 TV를 시청하지 않을 때에도 TV를 통해 다양한 서비스를 제공하는 기능입니다. 대기 모드 기능 사용하기를 설정하고, TV 시청이 끝난 후 리모컨으로 TV의 전원을 종료하면 대기 모드가 실행됩니다."
