제품군,항목명,설명
세탁,통세척,"LG 통돌이 세탁기의 세탁조 세척 기능으로 뭉쳐 있는 세제와 섬유유연제, 오염물을 제거합니다. 월 1회 사용을 권장하며 일반적으로 약 30회 세탁기 사용 시 디스플레이창에 ""tcl"" 표기 자동 알림으로 세탁조 청소 시점을 확인하실 수 있습니다. "
세탁,헹굼횟수,헹굼 횟수를 설정하여 사용할 수 있습니다.
세탁,터보샷,"터보샷은 별도의 노즐 직수로 강력한 물을 분사해 빠르고 깨끗하게 세탁할 수 있도록 하는 기능입니다.
헹굼과 배수를 동시에 하여 물을 가득 채우지 않고도 빠른 세탁기 가능하며, 에너지와 물 사용량도 절약하여 경제적입니다.

* 시험 기관 : Intertek
* 시험 코스 : 표준코스+터보샷 옵션, 표준코스+터보샷 옵션 미적용
* 시험 부하 : 에너지 규격시험부하 3kg
* 시험 방법 : 에너지 규격시험 부하 3kg를 투입하여 표준코스+터보샷 옵션과 표준코스+터보샷 옵션 미적용 코스 동작 후 비교
* 시험 결과 : 자사 신규 세탁기(T*25****) 표준코스+터보샷 옵션 세탁 시 30분 내 세탁, 
                 표준코스+터보샷 옵션 미적용 대비 에너지 사용량 약 36% 감소, 물 사용량 약 29% 감소 (25kg 통돌이 세탁기 기준)
* 터보샷 물살은 수압에 따라 물줄기의 분사세기, 모양이 달라질 수 있고, 물높이 등 실사용 환경과 행정 과정에 따라 터보샷 작동은 상이할 수 있습니다.
"
세탁,터보샷 / 터보 대포물살,"터보샷은 별도의 노즐로 강력한 물을 분사해 빠르고 깨끗하게 세탁할 수 있도록 합니다.
터보 대포물살은 강력한 회전으로 세탁통을 돌리고 위에서 쏟아지는 물살로 세탁물을 위아래로 섞어가며 강하게 두드려 세탁합니다.
"
세탁,행굼+탈수,헹굼과 탈수만 하고 싶을 때 사용하는 코스입니다.
세탁,안심표준,표준 코스보다 세탁물을 깨끗하게 헹궈주는 코스입니다.
세탁,강력세탁,각 코스 표준세탁보다 세탁이 더 잘되기를 원할 때 사용할 수 있는 코스입니다.
세탁,타월(수건),물세탁 표시가 있는 수건을 세탁해주는 코스입니다.
세탁,청바지,청바지등 데님 소재의 물빠짐을 최소화하여 세탁해주는 코스
세탁,급속통세척,세탁기 내부의 세제 찌꺼기나 이물질을 빠르게 세척해주는 코스입니다.
세탁,다량세탁,세탁과 헹굼을 추가해 많은 의류도 깨끗하게 세탁해주는 코스입니다.
세탁,향기강화,마지막 헹굼 단계에서 물의 양을 조절하여 세탁 후에도 섬유유연제 향이 오래도록 유지될 수 있게 합니다.
세탁,애벌세탁,본 세탁 시작 전 세탁물의 오염이 심한 부분을 한번 더 세탁해주는 옵션입니다.
세탁,DD모터,DD(Direct Drive)모터는 기존의 벨트 연결 방식과 달리 세탁통과 직접 연결된 구조를 가지고 있어 세탁통을 민감하게 제어하여 세탁량과 종류에 맞게 세탁을 미세하게 조절할 수 있는 모터입니다. 소음과 진동을 줄일 수 있고 장치의 내구성을 높여주기 때문에 고장이 적어 드럼 세탁기에서 널리 사용됩니다.
세탁,헹굼선택,헹굼 횟수를 1회에서 5회까지 설정할 수 있습니다.
세탁,에너지소비효율,"제품의 에너지 소비 효율을 1부터 5까지로 나눈 제도로 1등급 제품은 가장 에너지를 효율적으로 절약하여 5등급 제품보다 약 30~40% 더 효율적인 에너지 소비를 보여줍니다. 동일 모델이라도 제조일에 따라 등급이 다를 수 있으므로 구매 시에는 제조사 정보를 확인해야 합니다.
 * 제품 출하 시점에 따라 에너지소비효율 등급은 변동될 수 있습니다."
세탁,면 속옷,면소재의 속옷을 고온으로 깨끗하게 세탁해주는 코스입니다.
세탁,DD모터(슬림),벨트와 풀리 없이 세탁통과 모터를 직접 연결해 구동할 수 있는 LG만의 모터입니다. 기존 벨트 모터보다 부품 간 마찰이 적어 에너지 손실이 적고 오래 써도 성능이 떨어지지 않아 주기적인 부품 교체도 필요하지 않습니다. 특허받은 정밀 제어기술로 모터 힘과 회전 방향을 자유자재로 조절해 섬세한 세탁 모션 구현이 가능합니다.
세탁,분리형 세탁 바구니,완료 된 세탁물을 바로 담아 편리하게 이동할 수 있습니다.
세탁,스마트 인버터 모터,세탁통과 모터가 벨트로 연결되어 있는 방식으로 모터의 회전속도를 조절하여 섬세한 동작이 가능한 LG만의 모터입니다.
세탁,합성의류,"급속세탁이 필요한 마직, 합성의류 등을 세탁해 주는 코스입니다."
세탁,스팀리프레쉬,별도 세탁 없이 스팀으로 냄새와 구김을 줄여주는 코스입니다.
