제품군,항목명,설명
의류관리기,스팀(위생)살균-표준,버튼 하나로 원하는 의류를 살균하고 싶을 때 사용하는 코스 입니다.
의류관리기,스팀(위생)살균-바이러스,의류에 묻은 바이러스를 제거하는 데 도움이 됩니다.
의류관리기,섬세(맞춤)건조-자동건조,의류의 변형이나 손상이 없도록 낮은 온도로 건조하는 가장 기본적인 코스 입니다.
의류관리기,섬세(맞춤)건조-시간건조,원하는 시간 동안 의류를 건조할 때 사용할 수 있습니다. 특히 의류가 덜 건조된 경우 사용하면 더 나은 건조 효과를 확인할 수 있습니다.
의류관리기,다운로드코스,LG ThinQ 앱으로 기본 코스 외에 추가로 새로운 세탁 또는 건조 코스를 다운로드하고 사용할 수 있는 기능입니다.
의류관리기,고급(섬세)의류-정장/코트,정장/코트를 스타일링할 때 사용하는 코스입니다.
의류관리기,고급(섬세)의류-울/니트,"울/니트류 옷감을 보송보송하게 할 때 사용할 수 있습니다.
* 얇은 울/니트의 경우 의류가 늘어나거나 자국이 남을 수 있으므로 선반에 올려두고 사용하세요.
* 의류 특성상 의류가 수축될 수 있습니다."
의류관리기,고급(섬세)의류-기능성,"운동복, 등산복 등 기능성 옷감을 스타일링할 때 사용할 수 있습니다."
의류관리기,스팀(위생)살균-침구,"1.5kg 이하의 홀이불, 얇은 담요를 살균해줍니다."
의류관리기,스팀(위생)살균-미세먼지,미세먼지가 묻은 의류를 털어줍니다.
의류관리기,섬세(맞춤)건조-눈/비,눈 또는 비에 젖은 의류를 건조하는 코스입니다.
의류관리기,섬세(맞춤)건조-실내제습,스타일러가 설치된 방 안의 공기를 제습하는 코스입니다.
의류관리기,고급(섬세)의류-캐시미어,캐시미어류 니트를 스타일링할 때 사용하는 코스 입니다.
의류관리기,고급(섬세)의류-실크,"실크류 옷감을 스타일링할 때 사용하는 코스 입니다.
* 옷감이 손상될 수 있으니 실크 의류에는 다른 코스를 사용하지 마세요.
* 원피스 등 길이가 긴 옷은 스팀 토출구(우측하단)에 닿지 않게 좌측에 거세요.
* 옷이 흘러내리지 않도록 단추나 지퍼를 채우세요.
* 실크 소재 특성 상 바느질 부분에 주름이 생길 수 있으며, 이는 의류 손상이나 변형이 아닙니다.
* 실크 코스는 옷감을 살리기 위해 다른 코스에 비해 건조 온도가 낮습니다. 따라서 다소 건조가 덜 된 느낌이 들 수 있습니다."
의류관리기,건조-스팀건조,"트루스팀이 추가되어 의류를 건조함과 동시에 구김까지 완화시켜주는 코스입니다.
* 가죽, 모피 등 습기에 약한 옷감의 의류는 트루스팀에 의해 손상될 수 있으니 사용하지 마세요."
