제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,본체 모델명,도어 패널 모델명,전체용량 (L),무게 (kg),"전체크기 (WxHxD, mm)",색상,디스플레이,핸들,좌/우 가변도어,도어스타일/재질,컴프레서,페어설치키트,스마트진단,Wi-Fi,문열림 각도,초기온도 (냉동),냉각방식,특급냉동,아이스메이커,내부조명,전기용품 안전인증번호,전자파 적합성 인증번호,정격전압 (V/Hz),동일모델의 출시년월,제조자 (수입자),제조국,품질보증기준,A/S 책임자와 전화번호,타입,설치타입,도어 개수,전체 용량 (L),"제품 크기 (WxHxD, mm)",메탈 프레쉬,원터치탈취기능,정온기능,탈취,히든버튼,매직스페이스,도어쿨링⁺,스마트 진단,ThinQ (Wi-Fi),UP 가전,강화유리 선반,냉동 전환기능,익힘,쿨링 케어,쿨링센서,인공지능 맞춤보관,김치통 개수,냉기지킴가드,원격제어,구입 김치,칸칸 On/Off,오래 보관,New 유산균김치⁺,유산균 인디케이터,김치 보관/익힘기능,냉장 전환기능,쌀/잡곡 보관,야채/과일,육류/생선,멀티 보관실,신선 보관실,유산균가드,김치 용기 구성,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,에너지 소비효율등급,소비전력 (kWh/월),냉동 용량 (L),온도조절범위,메탈 디자인,소음 (dB),냉장 용량 (L),초기온도 (냉장),특급냉장,와인랙,UV청정탈취필터+,신선야채실,신선보관야채실⁺,계란통,디스펜서,구성품 (오브제 컬렉션 페어설치키트),냉장,에너지소비효율등급 / 소비전력 (kWh/월),도어쿨링,야채실,청정탈취필터+,선반,선반(냉장실),온도구간 (냉동/냉장고),절전모드,멀티덕트,트레이,맛지킴 김치,인공지능 맞춤 보관,김치,냉동,김치통,김치통 뚜껑
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x321gb3s,"LG 컨버터블 패키지 오브제컬렉션(냉장전용고, 좌열림)384L1등급",X321GB3S,판매중,"1,405,000원","1,400,000원","1,236,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117831/gallery/small06.jpg']",X321AA3,B320TT-GBE,384,85,"595 x 1,860 x 670",오브제컬렉션 베이지,Top Display,NEW 이지핸들,O,미스트 (글라스),인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,멀티냉각방식,,,LED (냉장실),SM07005-20015,R-R-LGE-X320MM2007,220V / 60Hz,2021-11,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 ℃,O,,,,,,,,,1등급 / 15.5,O 도어쿨링+,O 신선보관야채실+,,,"강화유리, 접이선반",,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/y324gb7,LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉동전용고)328L,Y324GB7,판매중,"1,855,000원","1,850,000원","1,627,500원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 35,700 원","월 9,700원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574833/gallery/small12.jpg']",,,,86,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),-18 ℃,멀티냉각방식,O,트위스트 아이스 메이커,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉동전용고),Fit & Max,1도어,328,"598 x 1,860 x 670",O,,,,,,,O,O,O,2,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22004,R-R-LGE-Y324AA32501,해당없음,,328,-15℃~-23℃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324gb7,LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고)387L1등급,X324GB7,판매중,"1,943,000원","1,750,000원","1,534,500원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 33,700 원","월 7,700원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574828/gallery/small12.jpg']",,,,87,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",O,,O,O,,,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,3 ℃,O,X,O,O (2),O,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z324gb7,LG 컨버터블 패키지 오브제컬렉션 Fit & Max (김치전용고)328L1등급,Z324GB7,판매중,"2,220,000원","2,000,000원","1,748,400원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 38,700 원","월 12,700원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small12.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small13.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small14.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10592827/gallery/small15.jpg']",,,,95,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들 & 오토 도어,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,멀티냉각방식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (김치전용고),Fit & Max,1도어,328,"598 x 1,860 x 670",O,X,O(신선정온),프레시 필터,X,X,X,O,O,O,5,O,전칸,O,O,○ (보관전용),8,4개,O,X,X,X,X,X,O,X,X,X,X,X,O,X,10.2ℓ X 8,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-23003,R-R-LGE-Z324GB72504,1등급,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/y321mw3s,"LG 컨버터블 패키지 오브제컬렉션(냉동전용고, 좌열림)321L",Y321MW3S,판매중,"1,355,000원","1,350,000원","1,190,400원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md08750138/gallery/Y320SGS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117842/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120838/gallery/small06.jpg']",Y321AA3,B320TT-MWH,321,84,"595 x 1,860 x 670",오브제컬렉션 화이트,Top Display,NEW 이지핸들,O,메탈,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),-19 ℃,간냉식,O,O (트위스트),면광 LED (냉동실),SM07005-20016,R-R-LGE-Y320MM2007,220V / 60Hz,2021-11,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x321mb3s,"LG 컨버터블 패키지 오브제컬렉션(냉장전용고, 좌열림)384L1등급",X321MB3S,판매중,"1,255,000원","1,250,000원","1,097,400원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09166845/gallery/X321GCS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small06.jpg']",X321AA3,B320TT-MBK,384,82,"595 x 1,860 x 670",오브제컬렉션 블랙,Top Display,NEW 이지핸들,O,메탈,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,멀티냉각방식,,,LED (냉장실),,,220V / 60Hz,2021-11,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,O,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-X320MM2007 (전자파 적합등록)SM07005-20015 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,,,,,,,,,,3 ℃,O,,,,,,,,,1등급 / 15.5,O 도어쿨링+,O 신선보관야채실+,,,"강화유리, 접이선반",,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z324gb3s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (김치전용고, 좌열림)328L1등급",Z324GB3S,판매중,"1,855,000원","1,850,000원","1,627,500원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 33,900 원","월 7,900원",4.9,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583917/gallery/small10.jpg']",Z324AA3,B324TT-GBE,,93,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들 & 오토 도어,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,멀티냉각방식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (김치전용고),Fit & Max,1도어,328,"598 x 1,860 x 670",X,X,O(신선정온),프레시 필터,X,X,X,O,O,O,5,O,전칸,O,O,○ (보관전용),6,3개,O,X,X,X,X,X,O,X,X,X,X,X,O,X,10.2ℓ X 6,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-23003,R-R-LGE-Z324GB72504,1등급,12.3,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/oc-kit6,오브제컬렉션 Fit & Max 냉장고 페어설치키트,OC-Kit6,판매중,"111,000원","100,000원","100,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,,"['https://www.lge.co.kr/kr/images/refrigerators/md10540851/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/refrigerators/md10540851/gallery/small02.jpg']",,,,0.386,,,,,,,,,,,,,,,,,,,,,(주)서브원,,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,페어설치키트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"실링폼, 스페이서, 패드",,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324ss7s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고, 좌열림)387L1등급",X324SS7S,판매중,"2,109,000원","1,900,000원","1,674,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 36,700 원","월 10,700원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583826/gallery/small06.jpg']",X324AA7,B324TL-SSV,,84,,오브제컬렉션 실버,고내 Top 디스플레이,포켓 핸들,O,스테인리스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",O,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,O,O (2),X,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324ss3s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고, 좌열림)387L1등급",X324SS3S,판매중,"1,800,000원","1,440,000원","1,274,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 32,900 원","월 6,900원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583848/gallery/small06.jpg']",X324AA3,B324TL-SSV,,83,,오브제컬렉션 실버,고내 Top 디스플레이,포켓 핸들,O,스테인리스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",X,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,X,O (2),X,,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/y324gb3s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉동전용고, 좌열림)328L",Y324GB3S,판매중,"1,750,000원","1,400,000원","1,236,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 32,900 원","월 6,900원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583897/gallery/small06.jpg']",Y324AA3,B324TT-GBE,,86,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),-18 ℃,멀티냉각방식,O,아이스 트레이,Top,,,220V / 60Hz,2025-03,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉동전용고),Fit & Max,1도어,328,"598 x 1,860 x 670",X,,,,,,,O,O,O,5,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22004,R-R-LGE-Y324AA32501,해당없음,,,-15℃~-23℃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
