제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,제품분류,제품 유형,유효정수량 (L),정수방식,직수방식,색상,"제품 크기 (WxHxD, mm)",무게 (Kg),필터,가열 방식,온수 온도 표시,냉수 온도 표시,정수 연속,냉수 연속,냉각 방식,정량 출수 (mL),청정램프,인버터 컴프레서,음성 안내,출수구 고온살균 (수동),직수관 고온살균 (자동),상하 무빙 출수구,음성 인식,정격전류 (A),정격입력 (W),ThinQ(Wi-Fi),스마트 커넥티비티,UP 가전,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,정격전압 (V/Hz),동일모델의 출시년월,제조자 (수입자),제조국,품질보증기준,A/S 책임자와 전화번호,판매자,"파우셋 크기 (ØXHXD, mm)",클린세척수(전해수),듀얼 스윙 출수구,로테이션 트레이,직수관 고온살균 (자동/수동),상하좌우 무빙 출수탭,얼음 보관 방식,얼음 저장 용량,일 제빙량,저수조 총 용량 (L),냉수 저수조 용량 (L),온수 저수조 용량 (L),에너지 소비효율등급
정수기,https://www.lge.co.kr/water-purifiers/wd520vh,"LG 퓨리케어 오브제컬렉션 정수기(맞춤 lite, 냉온정)",WD520VH,판매중,"1,800,000원","1,187,000원","1,076,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 13,900 원",월 0원,4.9,"['https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10597845/gallery/small08.jpg']",냉온정수기,데스크형,"1,500",직수,"냉수(순간냉각), 온수(순간가열), 정수",카밍 에센스 화이트,168 x 398 x 400,10.2,"중금속9 흡착 필터, 바이러스 클리어 필터",면상 히터,O,X,O,O,직수식 순간 냉수,"1000ml, 120ml, 250ml, 500ml",O,O,X,O,O,X,X,1.3,"2,900",O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-25002,R-R-LGE-WD520V2505,220V / 60Hz,2025-06,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wd721rh,LG 퓨리케어 오브제컬렉션 얼음정수기,WD721RH,판매중,"2,533,000원","2,282,000원","2,010,700원","포인트 최대 150,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원)","월 31,400 원","월 5,400원",4.9,"['https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10545831/gallery/small07.jpg']",냉온정수기(제빙기 겸용),데스크형,"1,500",직수,"냉수(순간냉각), 얼음, 온수(순간가열), 정수",에센스 화이트,240 x 465 x 497,18.2,"중금속9 흡착 필터, 바이러스 클리어 필터",면상 히터,,,O,O,직수식 순간 냉수,120~1000mL 내 10mL 단위 조절,O,O,O,O,O,,,,"2,900",O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-24005,R-R-LGE-WD720R2405,220V / 60Hz,2025-02,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,냉동 보관,550g (50알),1900g(172알),,,,
정수기,https://www.lge.co.kr/water-purifiers/wd120mhb,"LG 퓨리케어 오브제컬렉션 정수기 (라이트온, 정수전용)",WD120MHB,판매중,"859,000원","689,000원","612,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 9,900 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440826/gallery/small10.jpg']",정수전용,데스크형,"1,500",직수,정수,카밍 에센스 화이트,132 x 358 x 230,4.6,"중금속9 흡착 필터, 바이러스 클리어 필터",,,,O,,,120~1000mL 내 10mL 단위 조절,O,,X,O,O,X,X,,15,O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,ZM07019-23001,R-R-cHH-WD120MWB,220V / 60Hz,2024-08,㈜청호시스템,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wd220mhb,"LG 퓨리케어 오브제컬렉션 정수기(라이트온, 온정)",WD220MHB,판매중,"1,051,000원","865,000원","776,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 11,400 원",월 0원,4.9,"['https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10440827/gallery/small10.jpg']",온정수기,데스크형,"1,500",직수,"온수(순간가열), 정수",카밍 에센스 화이트,132 x 358 x 230,5.3,"중금속9 흡착 필터, 바이러스 클리어 필터",,,,O,,,120~1000mL 내 10mL 단위 조절,O,,O,O,O,X,X,,"2,900",O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07070-24001,R-R-cHH-WD220MCB,220V / 60Hz,2024-09,㈜청호시스템,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wd525ahb,"LG 퓨리케어 오브제컬렉션 정수기(상하좌우, 냉온정)",WD525AHB,판매중,"1,470,000원","1,246,000원","1,093,700원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 15,400 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10353830/gallery/small11.jpg']",냉온정수기,데스크형,"1,500",직수,"냉수(순간냉각), 온수(순간가열), 정수",카밍 에센스 화이트,170 x 419 x 550,11.6,"중금속9 흡착 필터, 바이러스 클리어 필터",인덕션 히터,O,O,O,O,직수식 순간 냉수,"120, 250, 500, 1,000",O,O,O,O,,,,1.3,"2,820",O,O,X,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-21006,R-R-LGE-WD505AW2106,220V / 60Hz,2023-11,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,O,O,O,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wd524vhp,"LG 퓨리케어 오브제컬렉션 정수기(음성인식/맞춤 출수, 냉온정)",WD524VHP,판매중,"1,809,000원","1,538,000원","1,337,400원","포인트 최대 100,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원)","월 16,900 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/water-purifiers/250613_WD524_360.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598873/gallery/small08.jpg']",냉온정수기,데스크형,"1,500",직수,"냉수(순간냉각), 온수(순간가열), 정수",카밍 에센스 화이트-핑크 패널,168 x 398 x 400,10.4,"중금속9 흡착 필터, 바이러스 클리어 필터",면상 히터,O,X,O,O,직수식 순간 냉수,120~1000mL 내 10mL 단위 조절,O,O,O,O,O,O,O,1.3,"2,900",O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-25002,R-R-LGE-WD524V2504,220V / 60Hz,2025-05,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wu523acb,"LG 퓨리케어 오브제컬렉션 정수기 (빌트인, 냉온정)",WU523ACB,판매중,"1,633,000원","1,471,000원","1,303,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 33,900 원","월 7,900원",5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10035828/gallery/small06.jpg']",냉온정수기,언더싱크형,"1,500",직수,"냉수(순간냉각), 온수(순간가열), 정수",솔리드 베이지,170 x 420 x 410,11.8,"중금속9 흡착 필터, 바이러스 클리어 필터",,O,X,O,O,,"120, 250, 500",O,O,,O,O,,,1.3,"2,820",O,O,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-22009,R-R-LGE-WU503A2206,220V / 60Hz,2024-09,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,48 x 264 x 188,X,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/wd325ahb,"LG 퓨리케어 오브제컬렉션 정수기(상하좌우, 냉정)",WD325AHB,판매중,"1,277,000원","1,070,000원","967,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 13,900 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10353831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md09018828/gallery/small11.jpg']",냉정수기,데스크형,"1,500",직수,"냉수(순간냉각), 정수",에센스 화이트,170 x 419 x 550,10.4,"중금속9 흡착 필터, 바이러스 클리어 필터",X,X,O,X,X,직수식 순간 냉수,"1000ml, 120ml, 250ml, 500ml",O,O,O,O,,,,1.3,,O,O,X,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-21014,R-R-LGE-WD305AW2107,220V / 60Hz,2023-11,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,O,O,O,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/ws511sh,"LG 퓨리케어 오브제컬렉션 정수기 (슬림스탠드, 냉온정)",WS511SH,판매중,"1,212,000원","1,092,000원","987,700원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 24,500 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/360_WS511SH.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646834/gallery/small05.jpg']",냉온정수기,스탠드형,"3,000",직수,"냉수, 정수",에센스 화이트,"260 x 1,158 x 467",22.3,"프리카본블록 필터 플러스, 포스트카본블록 필터, UF 필터",,O,O,O,O,직수식 순간 냉수,"1000ml, 120ml, 250ml, 500ml",X,O,X,X,O,X,,0.8,350,O,X,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,JM07033-25002,R-R-J22-WS511SH,220V / 60Hz,2025-10,(주)진텍,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,4.3,1.6,2.7,1등급
정수기,https://www.lge.co.kr/water-purifiers/wd523vs,"LG 퓨리케어 오브제컬렉션 정수기(맞춤 출수, 냉온정)",WD523VS,판매중,"1,679,000원","1,513,000원","1,314,100원","포인트 최대 100,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원)","월 20,400 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10598874/gallery/small08.jpg']",냉온정수기,데스크형,"1,500",직수,"냉수(순간냉각), 온수(순간가열), 정수",카밍 크림 그레이,168 x 398 x 400,10.4,"중금속9 흡착 필터, 바이러스 클리어 필터",면상 히터,O,X,O,O,직수식 순간 냉수,120~1000mL 내 10mL 단위 조절,O,O,O,O,O,O,X,1.3,"2,900",O,O,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-25002,R-R-LGE-WD524V2504,220V / 60Hz,2025-07,LG전자,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,,,,
정수기,https://www.lge.co.kr/water-purifiers/ws513sh,"LG 퓨리케어 오브제컬렉션 정수기 (스탠드, 냉온정)",WS513SH,판매중,"2,057,000원","1,853,000원","1,630,300원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 35,600 원","월 9,600원",,"['https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/360_WS513SH.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/water-purifiers/md10646833/gallery/small05.jpg']",냉온정수기,스탠드형,"3,000",직수,정수,에센스 화이트,"360 x 1,257 x 462",28.5,"프리카본블록 필터 플러스, 포스트카본블록 필터, UF 필터",,O,O,O,O,탱크 직접 냉각,"1000ml, 120ml, 250ml, 500ml",X,O,X,X,O,X,,0.7,350,O,X,O,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,JM07033-25003,R-R-J22-WS513SH,220V / 60Hz,2025-10,(주)진텍,한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,LG전자㈜,,,,,,,,,,11.2,7.5,3.7,1등급
