제품군,항목명,설명
프로젝터,명암비,"화면의 가장 밝은 부분과 가장 어두운 부분의 밝기 차이를 비율로 나타낸 수치입니다. 생생한 색 구현에 영향을 미치는 요소로 숫자가 클수록 비슷한 밝기 속에서도 세밀한 표현이 가능해집니다. 즉 어두운 배경에서는 더 좋은 검은색 표현이, 밝은 배경에서는 더 밝은 색상의 표현이 가능합니다.
"
프로젝터,HDR,HDR(High Dynamic Range)는 SDR(Standard Dynamic Range)보다 더 넓은 화면 밝기 범위를 표시할 수 있는 기술입니다. 영화나 게임에서 어두운 부분과 밝은 부분을 더 잘 구별할 수 있고 더 자연스러운 화면을 표시합니다. HDR은 콘텐츠와 장치 모두에 적용되어야 최적의 효과를 낼 수 있습니다.
프로젝터,어탭티브 콘트라스트,재생 중인 영상에 맞춰 광원의 출력을 자동으로 조절합니다.
프로젝터,최소 절전/중간 절전/ 최대 절전 [dB(A)],"화면 밝기를 조절하여 에너지를 절약할 수 있습니다. (화면에 배터리 부족 문구가 표시될 경우, 절전모드가 최대절전으로 변경되며 절전모드가 비활성화 됩니다.)"
프로젝터,스마트(OS),"자체 운영체제 웹OS가 탑재되어 인터넷을 검색할 수 있고 유튜브, 왓챠플레이, 푹, 티빙 등 다양한 콘텐츠 플랫폼도 이용할 수 있습니다."
프로젝터,안테나 In (RF in),"공중파 또는 유선/케이블(아날로그, 디지털) 방송을 시청할 수 있습니다. 옥내/옥외 안테나를 통해 방송을 시청하려면 벽면 단자와 프로젝터의 안테나 단자를 동축선으로 연결해야 합니다."
프로젝터,USB 파일뷰어,"USB 단자에 USB 메모리 및 외장HDD를 연결하면 프로젝터가 자동으로 메모리를 인식하여 별도 PC 연결 없이도 USB의 영화, 문서 파일, 사진 등을 재생할 수 있습니다."
프로젝터,초고속 on/off,초고속 ON/OFF 기능은 부팅 시간과 냉각 시간을 대폭 단축시켜 프로젝터 사용을 더욱 편리하고 신속하게 만들어 줍니다.
프로젝터,RS-232C,"프로젝터의 RS-232C 단자를 PC와 연결하여 전원 ON/OFF, 입력선택 등 프로젝터의 기능들을 PC로 동작시킬 수 있습니다."
프로젝터,12V Trigger,"튜너, 파워 앰프와 같은 외부 기기의 구동(On/Off)을 위해 사용됩니다. 사용자는 프로젝터가 켜질 때 자동으로 스크린이 내려오거나 오디오 시스템이 활성화되도록 설정할 수 있습니다."
프로젝터,웹OS,"자체 운영체제 웹OS가 탑재되어 인터넷을 검색할 수 있고 유튜브, 왓챠플레이, 푹, 티빙 등 다양한 콘텐츠 플랫폼도 이용할 수 있습니다."
프로젝터,클리어 보이스 III,사람의 목소리를 더욱 더 또렷하게 들을 수 있습니다.
프로젝터,돌비 서라운드,음향 전문 브랜드인 돌비 연구소에서 개발한 기술로 소리를 360도로 전달하는 서라운드 사운드 시스템입니다. 입체적인 사운드를 통해 집에서도 영화관에 있는 것처럼 생생한 경험을 하며 영상을 즐길 수 있습니다.
프로젝터,Headphone,헤드폰 연결 단자를 이용하여 프로젝터의 소리를 헤드폰으로 들을 수 있습니다.
프로젝터,HDTV,UHD 채널을 포함한 방송사의 다양한 채널 서비스를 이용할 수 있습니다.
프로젝터,포커스 조절,"스크린에 영상이 나타난 다음에는 초점이 올바르게 맞추어져 있는지 그리고 스크린에 제대로 맞는지를 확인해야 합니다. 
초점링을 좌우로 움직여 영상의 초점을 맞출 수 있습니다."
프로젝터,패시브 래디에이터,저음의 왜곡과 노이즈 발생을 줄여 더 깨끗하고 풍부한 저역대를 표현합니다.
프로젝터,오토캘리브레이션 (Auto Calibration),주기적인 자동 보정이 가능하며 주변 환경에 따라 밝기를 조절할 수 있어 항상 최적의 화질을 제공할 수 있습니다.
프로젝터,Iris 모드,사용 환경에 맞는 밝기 세팅과 명확한 색감 구현을 도와주는 모드입니다.
프로젝터,트루모션,"저 주사율의 영상도 우리 눈에 익숙한 60Hz 급의 영상으로 구현해 움직임이 많은 액션 영화, 스포츠 경기도 끊김 없이 부드럽게 감상할 수 있습니다."
프로젝터,리얼시네마 *,영화를 볼 때 최상의 화면 상태를 유지합니다.
프로젝터,광원 방식,"프로젝터에서 빛을 만들어 내는 광원으로는 램프, LED, 레이저 등이 있습니다. 램프는 세 가지 방식 중 밝기가 가장 높지만, 프로젝터 작동 시 예열 시간이 길고 수명이 짧은 편입니다. LED는 색 표현력이 우수하고 별도의 예열 시간 없이 바로 켜지지만, 램프 방식 대비 밝기가 낮은 편입니다. 레이저는 램프와 LED의 장점을 모두 지닌 광원으로 색 표현능력, 수명, 반응속도, 밝기 모두 뛰어납니다."
프로젝터,밝기(안시루멘),"밝기(안시루멘)가 높을수록 화면을 밝은 환경에서도 선명하게 감상할 수 있습니다. 완전히 어두운 곳에서는 낮은 안시로도 충분히 화면을 감상할 수 있습니다.
1,000 안시 이하: 어두운 환경 사용에 적합 (가정용)
2,000 안시 이하: 형광등 아래에서 사용 가능하며 100인치 이상의 화면에서는 흐려질 가능성 있음
3,000 안시 이하: 형광등 아래에서 사용 가능하며 커튼 없이도 사용 가능 (학원/소회의실)
4,000 안시 이하: 주변이 밝아도 사용 가능하며 150인치 이상의 화면에서는 흐려질 가능성 있음 (교회/대회의실)
5,000 안시 이하: 150인치 이상의 화면에서 선명하게 사용 가능 (대형 교회/대강당)"
프로젝터,투사율,"투사율은 프로젝터와 투사 표면 사이의 거리를 이미지의 너비로 나눈 값으로, 단초점 프로젝터는 짧은 거리에서 큰 이미지를 만들 수 있어 이상적입니다."
프로젝터,Audio Out,프로젝터를 통해서 다른 장치로부터 오디오를 출력하고자 하는 경우에 앰프 스피커 또는 기타 기기를 AUDIO OUT 단자에 연결할 수 있습니다. 프로젝터의 내장 스피커보다 우수한 사운드 품질을 제공하는 외부 스피커나 사운드바에 오디오를 연결할 수 있습니다.
프로젝터,IP control,"유선 연결된 LAN이 DHCP 서버일 경우 자동설정을 선택하면 자동으로 프로젝터에 IP 주소가 할당됩니다. 네트워크에 DHCP 서버가 없는 경우 IP 수동설정을 선택하고, 직접 IP 주소 등을 입력해야 합니다."
프로젝터,HDBaseT,"쉽게 구할 수 있는 LAN 케이블 선 하나로 PC, 노트북, 블루레이, 콘솔 게임 등 여러 디지털 신호를 최대 100m까지 전송할 수 있습니다."
프로젝터,화면 크기 (대각선 기준),"인치(inch) 사이즈는 대각선 길이를 기준으로 합니다.
* 줌 기능이 있는 프로젝터라면 줌량을 조절하여 전체 투사 화면 크기를 조정할 수 있습니다."
프로젝터,Screen Share,"스크린쉐어로 모바일 기기나 노트북에서 화면을 공유해 초대형 크기로 즐길 수 있습니다.
* 안드로이드 혹은 윈도우 8.1 이상 체제 기기 지원"
프로젝터,LG 사운드 Sync,"광 디지털 입력 단자에 LG 사운드 싱크 기기를 연결한 후 출력 스피커 선택을 광 디지털로 설정 후 켜짐으로 설정하면, TV 리모컨으로 연결된 LG 사운드 싱크 기기의 볼륨을 조절할 수 있습니다."
프로젝터,Plug & Play,PC를 프로젝터에 연결하면 별도의 드라이버를 설치할 필요 없이 그대로 재생시킬 수 있습니다.
프로젝터,DLNS,"휴대폰의 동영상, 음악, 사진 등을 공유하여 프로젝터에서 재생시킬 수 있는 기능입니다."
프로젝터,Blank 기능,화면을 임시로 가릴 수 있는 기능입니다. 
프로젝터,Zoom,"화면의 가로 길이에 맞춰 화면을 확대합니다. 화면의 위, 아래 부분이 잘릴 수 있습니다"
프로젝터,웹 OS,"자체 운영체제 웹OS가 탑재되어 인터넷을 검색할 수 있고 유튜브, 왓챠플레이, 푹, 티빙 등 다양한 콘텐츠 플랫폼도 이용할 수 있습니다."
프로젝터,절전모드 지원,"화면 밝기를 조절하여 에너지를 절약할 수 있는 모드입니다. 최소절전, 중간절전, 최대절전으로 설정된 3가지 단계에 따라 절전 기능을 사용할 수 있습니다."
