제품군,항목명,설명
스탠바이미,HDR (High Dynamic Range),HDR(High Dynamic Range)는 SDR(Standard Dynamic Range)보다 더 넓은 화면 밝기 범위를 표시할 수 있는 기술입니다. 영화나 게임에서 어두운 부분과 밝은 부분을 더 잘 구별할 수 있고 더 자연스러운 화면을 표시합니다. HDR은 콘텐츠와 장치 모두에 적용되어야 최적의 효과를 낼 수 있습니다.
스탠바이미,필름메이커 모드,영화를 만든 감독의 의도를 그대로 전달하여 더욱 실감나게 영화를 즐길 수 있습니다.
스탠바이미,HFR (High Frame Rate),"HFR로 제작한 영상은 초당 화면 수가 최대 120장으로, 대부분 초당 24장으로 만들어지는 영화의 5배 수준입니다. 1초에 보여줄 수 있는 화면 수가 많아지면 달리는 육상선수의 빠른 발도 또렷하게 볼 수 있습니다."
스탠바이미,다이나믹 톤 매핑,"영상의 명암 정보를 자세히 분석하고 보정하는 기술입니다. 밝은 영역은 더 밝게, 어두운 영역은 더 어둡게 조정하여 화면의 입체감을 향상시킵니다."
스탠바이미,디밍 방식,"로컬 디밍(Local Dimming)은 백라이트를 다수의 영역으로 구분하여 영상의 어두운 부분에 해당하는 영역은 백라이트를 끄거나 빛을 줄이고, 밝은 영역은 휘도를 높여줌으로써 더 밝게 표현하여 현실에 가까운 화면을 구현하는 기술입니다."
스탠바이미,모션 프로,움직임이 많은 스포츠 경기 화면의 프레임을 더 부드럽게 전환되도록 처리하여 마치 경기를 눈 앞에서 보는 듯한 현장감을 전달합니다.
스탠바이미,화면모드,시청 환경 또는 영상물의 종류에 맞는 최적의 영상 모드를 선택합니다.
스탠바이미,G-Sync Compatible (Nvidia),"NVIDIA의 게임 적응형 동기화 기능으로 가변 주사율(VRR)이라고도 합니다. PC 그래픽 카드와 TV 화면 표현 간의 불일치로 화면이 끊기거나 깨지는 현상을 개선해 줍니다. NVIDIA 그래픽 카드로 구현된 고화질 게임 화면을 유연한 움직임으로 몰입감 있게 즐길 수 있습니다.

* 일부 TV 모델과 그래픽 카드에서는 지원되지 않을 수 있습니다.
"
스탠바이미,FreeSync Compatible (AMD),게임 중 발생하는 화면 찢어짐(tearing)과 버벅거림(stuttering)을 줄여 매끄럽고 순조로운 움직임을 경험할 수 있습니다.
스탠바이미,HGIG,"게임 개발사가 처음 의도했던 그대로의 화면 색감과 분위기를 표현하기 위한 규격입니다. 지원되는 게임기를 연결하고 [게임 맞춤] - [톤 매핑] 기능에서 적용할 수 있습니다.

* TV 모델과 연결된 게임기, 게임 타이틀에 따라 지원하지 않거나 메뉴가 다를 수 있습니다."
스탠바이미,게임 맞춤,"장르에 따라 최적의 게임 화면을 세팅하고 응답속도, 각종 Sync 기능의 옵션을 한눈에 확인하고 쉽게 변경할 수 있는 기능입니다. 다크 룸 모드를 이용해 어두운 방에서 장시간 게임을 할 때 눈의 피로를 덜어줄 수 있도록 게임 영상을 조정할 수도 있습니다.

* 게임 맞춤 메뉴의 구성은 시리즈마다 상이할 수 있습니다.
* 게임 맞춤 모드와 게이밍 보드를 활성화하면 게이밍 보드를 사용할 수 있습니다."
스탠바이미,ALLM (Auto Low Latency Mode),ALLM (Auto Low Latency Mode)은 게임이 시작되면 자동 게임 모드로 전환하여 영상과 음성의 응답 속도를 빠르게 만들어주는 기능입니다. 입력과 TV의 반응 사이의 지연 시간을 최대한 줄여 격투 게임이나 FPS 게임과 같이 반응 속도가 중요한 게임을 더 재미있게 즐길 수 있게 해줍니다.
스탠바이미,VRR (Variable Refresh Rate),VRR(Variable Refresh Rate)은 주사율을 가변적으로 조절하여 부드러운 화면을 제공하는 기술입니다. 일반적인 TV 프로그램이나 영화보다는 빠른 화면 전환이 필요한 액션 및 슈팅게임에서 중요하며 VRR 없이는 화면 찢어짐이 발생할 수 있습니다.
스탠바이미,운영체제,"사용자의 하드웨어, 시스템 리소스를 제어하고 프로그램에 대한 일반적 서비스를 지원하는 시스템 소프트웨어입니다. 주로 webOS가 사용되며 이 운영체제는 다양한 스트리밍 서비스 및 어플리케이션에 빠르고 원활하게 접근할 수 있는 플랫폼을 제공합니다."
스탠바이미,인공지능 ThinQ,"자사의 인공지능 기술 브랜드로 TV, 냉장고, 세탁기 등에 탑재되어 있습니다. 스마트폰, 태블릿 등에 설치된 LG ThinQ 어플로 제어 가능합니다."
스탠바이미,음성인식,리모컨 없이도 TV 자체로 음성을 인식합니다.
스탠바이미,Apple Airplay2,사용자는 Apple 기기에 저장한 콘텐츠를 TV의 대형 화면으로 즐길 수 있는 기능입니다.
스탠바이미,모바일 리모컨 지원,"제품을 LG ThinQ 앱에 등록하면 스마트폰을 리모컨처럼 사용할 수 있습니다. TV 전원을 켜고 끌 수 있을 뿐만 아니라, 볼륨 및 채널을 제어할 수 있습니다."
스탠바이미,다이렉트 음성인식,리모컨 없이도 TV 자체로 음성을 인식합니다.
스탠바이미,갤러리모드,"명화나 사진, 인테리어용 사진들을 마치 액자처럼 볼 수 있습니다."
스탠바이미,웹브라우저,Android OS 웹 브라우저를 지원해 외부 데스크톱 연결 없이 정보를 직접 찾을 수 있습니다.
스탠바이미,스포츠알람,"좋아하는 팀을 설정해 놓으면 팀의 경기 시작을 미리 알려주는 기능입니다. 가족들과 드라마를 보다가도 경기를 바로 볼 수 있고 실시간으로 경기 스코어도 알 수 있습니다.

*지원하는 종목, 구단, 선수 등의 정보는 변경될 수 있습니다."
스탠바이미,멀티뷰,"두 개의 화면을 동시에 볼 수 있는 기능입니다. 예를 들면 주 화면에서는 운동 영상을 보고 보조 화면에서는 카메라 앱을 실행하여 본인이 운동하는 모습을 볼 수 있습니다.

"
스탠바이미,대기모드,대기모드(Always Ready)는 TV를 시청하지 않을 때의 상태로 다양한 일상의 서비스를 제공합니다.
스탠바이미,USB 카메라 호환,"마이크가 포함된 스마트캠을 TV 후면에 붙이고, 부착된 스마트캠을 동봉된 USB 케이블을 이용하여 TV의 USB 단자에 연결할 수 있습니다."
스탠바이미,스피커 출력,내장된 스피커가 내보내는 소리의 크기를 나타냅니다. 출력이 높을수록 큰 소리도 노이즈 없이 안정적으로 낼 수 있습니다.
스탠바이미,스피커 채널,채널은(Ch)은 하나의 음원 안에 독립적으로 저장 및 재생되는 각각의 소리를 의미합니다. 채널이 많을수록 소리가 여러 스피커를 통해 분산되어 나옵니다. 
스탠바이미,돌비 애트모스,음향 전문 브랜드인 돌비 연구소에서 개발한 기술로 소리를 360도로 전달하는 서라운드 사운드 시스템입니다. 입체적인 사운드를 통해 집에서도 영화관에 있는 것처럼 생생한 경험을 하며 영상을 즐길 수 있습니다.
스탠바이미,인공지능 사운드,인공지능을 활용하여 콘텐츠에 맞춘 최적화된 사운드와 실감나는 서라운드 효과를 제공합니다.
스탠바이미,클리어보이스 프로,사람의 목소리를 보다 또렷하게 들을 수 있는 기능입니다. TV의 해설 방송 기능 또는 음성 다중 기능을 변경하여 기능을 설정하거나 해제할 수 있습니다.
스탠바이미,인공지능 공간인식 사운드,"인공지능 리모컨에 있는 마이크를 통해 TV가 설치되어 있는 공간을 분석하여 환경에 맞게 TV의 사운드를 최적화 하는 기능입니다. 측정이 끝난 후 원하는 음향을 선택할 수 있습니다.

*공간 인식 사운드는 일부 모델에만 지원됩니다."
스탠바이미,WiSA 지원,WiSA는 차세대 블루투스로 꼽히는 무선 오디오 기술 표준 규격으로 케이블 없이도 여러 기기들을 연결해줍니다.
스탠바이미,LG 사운드 싱크,"광 디지털 입력 단자에 LG 사운드 싱크 기기를 연결한 후 출력 스피커 선택을 광 디지털로 설정 후 켜짐으로 설정하면, TV 리모컨으로 연결된 LG 사운드 싱크 기기의 볼륨을 조절할 수 있습니다."
스탠바이미,TV 사운드 공유,TV 스피커에 적용된 음향 모드를 사운드바에서 재생하거나 사운드바의 음향모드를 TV에서 선택해 재생할 수 있는 기능입니다.
스탠바이미,Simultaneous Audio Output,[외부 스피커와 TV 스피커로 같이 듣기]로 TV에 내장된 스피커와 블루투스 스피커로 동시에 소리를 듣거나 서라운드 음향으로 들을 수 있습니다. TV 스피커와 사운드바에서 소리를 동시에 출력해 더 풍부한 음향을 즐길 수 있습니다.
스탠바이미,블루투스 서라운드 레디,"블루투스 스피커를 연결한 상태에서도 TV 스피커에서 사운드가 출력되므로 관중의 함성소리까지 재현하는 서라운드 환경을서라운드 환경을 즐기실 수 있습니다.

* 최대 두 대의 LG 블루투스 스피커를 동시에 연결할 수 있으며, 다른 브랜드의 블루투스 스피커는 연결이 제한될 수 있습니다."
스탠바이미,오디오 지원 코덱,음성 또는 영상 신호를 디지털 신호로 변환하고 반대로 압축된 디지털 신호를 음성이나 영상으로 풀어 재생하는 소프트웨어나 장치입니다.
스탠바이미,심플링크,"HDMI로 연결한 다양한 멀티미디어 기기를 TV 리모컨으로 편리하게 제어하고 감상할 수 있습니다.

* 심플링크 로고가 있는 기기에 대해서만 동작합니다.
* 정해진 규격과 다른 제품을 사용할 경우, 사용이 원활하지 않을 수 있습니다.
* 심플링크를 이용하려면 고속 HDMI Ⓡ 케이블(CEC(Consumer Electronics Control)을 사용하셔야 합니다. 고속 HDMI Ⓡ 케이블은 기기 간의 정보 교환을 위한 13번 핀이 연결되어 있습니다. HDMI 케이블로 연결한 오디오 기기로 소리를 들으시려면 심플링크(HDMI-CEC)를 ""켜짐""으로 설정해 주시기 바랍니다."
스탠바이미,ARC(Audio Return Channel),"ARC(Audio Return Channel)는 HDMI 케이블로 TV, 사운드바, 앰프, 리시버 사이에 디지털 오디오 데이터를 전송할 수 있도록 해 오디오 스트림 전송을 가능하게 해주는 기술입니다."
스탠바이미,USB,"TV에 USB 저장 장치를 연결하면 USB 저장 장치에 있는 콘텐츠를 TV로 쉽고 편하게 즐길 수 있습니다.
* TV 뒷면의 [USB 입력] 포트에 USB 저장 장치를 연결하고 TV의 입력 모드를 USB 저장 장치로 설정해주세요."
스탠바이미,Bluetooth 지원,사운드바 또는 헤드셋의 LG 사운드 싱크 [무선] 기능이 지원되는 모델에서 무선으로 연결하여 TV의 음성을 들을 수 있습니다.
스탠바이미,Ethernet 입력,"이더넷(Ethernet)은 같은 지역의 네트워크인 LAN을 유선으로 구현하는 기술 방식입니다. 이는 유선 네트워크 연결을 제공하며, 설치 비용이 적고 속도가 빠르다는 장점이 있습니다."
스탠바이미,RF 입력,지상파 또는 케이블 TV와 같은 방송 신호를 받을 수 있는 단자입니다
스탠바이미,SPDIF (Optical Digital Audio Out),"디지털 오디오 신호를 전송하기 위한 규격으로, 광 케이블 혹은 동축 케이블로 전송합니다. 사용자에게 풍부하고 입체적인 사운드 경험을 제공하며 일반적으로 사운드 바, 홈 시어터 시스템, 또는 AC 리시버와 같은 외부 오디오 시스템에 연결됩니다."
스탠바이미,대비 상승,TV 메뉴의 밝은 부분과 어두운 부분의 대비를 조정하여 TV 메뉴의 글자를 좀 더 쉽게 알아볼 수 있습니다.
스탠바이미,흑백 전환,영상 및 화면에 제공되는 메뉴의 색상을 흑백톤으로 변경해 색에 따른 모호한 경계를 또렷하게 합니다.
스탠바이미,색반전,TV 메뉴의 배경과 글자 색상을 반전하여 메뉴의 글자를 좀 더 편하게 읽을 수 있습니다.
스탠바이미,전원,"TV가 정상적으로 작동하기 위해 요구되는 전압 범위인 정격 전압(V)과 전원이 공급되는 전력의 주기적 변동 속도인 주파수(Hz)를 나타냅니다. 어댑터는 TV에 안정적인 전원을 공급하는 장치이며, 이를 위해 TV를 작동하면 어댑터는 쉴새 없이 220V의 교류 전압을 19V 직류 전압으로 변환을 합니다."
스탠바이미,대기모드 소비전력,"대기모드는 TV를 시청하지 않을 때에도 TV를 통해 다양한 서비스를 제공하는 기능입니다. 대기 모드 기능 사용하기를 설정하고, TV 시청이 끝난 후 리모컨으로 TV의 전원을 종료하면 대기 모드가 실행됩니다."
스탠바이미,에너지소비효율등급,"제품의 에너지 소비 효율을 1부터 5까지로 나눈 제도로 1등급 제품은 가장 에너지를 효율적으로 절약하여 5등급 제품보다 약 30~40% 더 효율적인 에너지 소비를 보여줍니다. 동일 모델이라도 제조일에 따라 등급이 다를 수 있으므로 구매 시에는 제조사 정보를 확인해야 합니다.
 * 제품 출하 시점에 따라 에너지소비효율 등급은 변동될 수 있습니다."
스탠바이미,소비전력 (W),전기·전자기기가 운용되기 위해 필요한 단위 시간당 전기 에너지의 양을 말합니다. 단위는 W(와트) 또는 kW(킬로와트) 사용합니다.
스탠바이미,정격소비전력 (W),"기기를 사용하는데 필요로 하는 전기적 힘을 말하며, 정격 전자 기기에 대해서 지정된 조건 하에서 제조업자가 보증하는 사용상의 한계입니다. 정격소비전력이 30W라면 그 제품을 사용하기 위해서는 30W의 전력이 필요하다는 의미입니다. "
스탠바이미,리모컨,"원격으로 TV를 제어할 수 있는 기기로,디지털 안테나 및 아파트 공청을 이용한 디지털 방송(유선 방송)을 시청할 때 사용하는 일반 리모컨 및 통합 리모컨 설정으로 셋톱박스 방송과 일반 유선 방송 시청에 모두 사용 가능한 인공지능(매직) 리모컨 그리고 특정 통신사에서 제공하는 셋톱박스 방송을 시청할 때 사용하는 셋톱박스 리모컨이 있습니다."
스탠바이미,리모컨 배터리,"구매 시 리모컨과 함께 제공되며, 배터리의 유형과 개수를 나타냅니다.
* 배터리 교체 시, 두 개를 모두 동일한 새 것으로 바꾸어야 합니다."
스탠바이미,전원선,"전원 어댑터를 제품에 연결한 후, 벽면 콘센트에 전원코드를 연결해줍니다."
스탠바이미,백라이트,화면 표시 장치의 패널 뒤에서 형광등처럼 빛을 내는 광원 장치입니다. 
스탠바이미,해상도 업스케일링,"딥러닝 알고리즘을 기반으로 해상도를 높이는 기능입니다. 영상 속 얼굴, 사물, 글씨 등을 인식해 노이즈를 줄이고 해상도를 높여 또렷하게 보이도록 만들어 줍니다."
스탠바이미,인공지능 리모컨,"PC 마우스처럼 TV를 더 편리하게 조작할 수 있게 하고 음성인식, 모션 동작과 같은 스마트 기능을 이용할 수 있는 리모컨입니다."
스탠바이미,LG채널,"LG채널은 이용약관 동의 시 100여개의 채널을 무료로 시청할 수 있으며 다양한 장르의 라이브 채널 및 인기 드라마/예능, 그리고 VOD로 구성되어 있습니다.
* PC, 모바일 등 다른 기기에서는 이용이 불가하며, 2016년 이후 생산된 LG smart TV에서만 이용 가능합니다.
* 서비스 제공사에 따라 채널 수는 변경될 수 있습니다."
스탠바이미,홈허브,TV를 보는 중에도 세탁과 건조 종료 시간을 확인하고 공기 청정기와 로봇 청소기를 작동 시키는 등 우리 집 가전의 상태를 한눈에 확인하실 수 있는 기능입니다.
스탠바이미,Apple Homekit 연동,"사용자는 아이폰이나 아이패드의 전용 어플리케이션 또는 애플의 음성인식 비서 서비스 '시리(Siri)' 등을 통해 연동된 기기들을 편리하게 제어할 수 있습니다. 어플리케이션 실행 후 TV를 연동하면 애플 기기에서 전원 작동, 볼륨 조절, 입력모드 전환 등 기본적인 TV 제어 기능을 이용할 수 있습니다."
스탠바이미,AI 사운드,인공지능을 활용하여 콘텐츠에 맞춘 최적화된 사운드와 실감나는 서라운드 효과를 제공합니다.
