제품군,항목명,설명
김치냉장고,타입,"상냉장/하냉동
자주 사용하는 냉장실이 위쪽에 있습니다. 허리를 숙일 필요가 없어 편리하고 위쪽 칸은 모두 냉장실로 활용 가능 합니다.​ 특히 칸막이 없이 탁 트여 있기 때문에​ 크기가 큰 식자재를 넣을 수 있고​ 자유자재로 움직일 수 있어 보관도 용이합니다. 양문형 냉장고보다 보관 용량이 큰 편입니다.

양문형
2도어 타입의 양문형 냉장고는 왼쪽이 냉동칸, 오른쪽이 냉장칸으로 되어 있습니다. 냉장고의 전통적인 타입으로​ 냉동실도 냉장실만큼 자주 사용하는 분들께 추천합니다. 요즘에는 양문형보다 상냉장/하냉동을 많이 찾는 추세입니다.

얼음정수기형
냉장고와 얼음정수기가​ 합해진 형태로 상냉장/하냉동 타입도 있고, 양문형 타입도 있습니다.​ 각얼음, 조각얼음, 크래프트 아이스*까지​ 세 가지 모양의 얼음을 사용해 특별한 레시피와 다양한 음료를 즐길 수 있습니다. * 크래프트 아이스는 오브제컬렉션 얼음정수기 냉장고에 한함​

일반형
일반형 냉장고는 보관 용량이 크지 않기 때문에 1인 가구에서 많이 사용 합니다.​ 라이프스타일에 따라 상냉장/하냉동 타입도 선택할 수 있습니다. 유행을 타지 않는 스타일로 실속이 중요한 싱글가구에 추천합니다.​ 요즘에는 일반형도 상냉장/하냉동 타입이 인기입니다.

"
김치냉장고,설치타입,"프리스탠딩 타입
단독 설치가 가능한 타입으로 냉장고장이나 다른 공간에도 자유롭게 배치가 가능합니다. 빌트인 타입에 비해 용량이 크지만 냉장고장에 설치할 경우 앞 부분이 튀어나와 보일 수 있습니다.

빌트인 타입
키친 가구와 어울리게 툭 튀어나오지 않도록 깊이를 맞출 수 있습니다. 냉장고 용량이 크지 않더라도 키친 가구와 라인이 맞는 냉장고를 원하는 분께 추천 드립니다. 마치 원래 그 자리에 있던 것처럼 조화롭게 배치 할 수 있습니다.

Fit & Max 타입
키친 가구와 라인을 맞추는 것 뿐만 아니라 제로클리어런스 힌지로 도어 돌출량을 제로로 구현하였습니다. 가구장과의 빈틈을 최소화하여 조화로운 디자인으로 공간가전의 새로운 기준을 제시합니다."
김치냉장고,특급냉동,특급 냉동은 냉동실에 보관된 식품을 빨리 얼리고 싶을 때 사용하는 기능입니다.
김치냉장고,메탈 프레쉬,냉장실 내 뒷 부분을 메탈 디자인으로 마감하여 고급스러움을 더해줍니다.
김치냉장고,노크온 기능,LG 냉장고에만 있는 특별한 기능으로 냉장고 문을 두드리기만 하면 냉장고 안을 확인할 수 있습니다. 문을 열지 않고도 안을 볼 수 있어 내부 온도를 잘 유지할 수 있고 불필요하게 냉기가 빠져나가는 것도 방지할 수 있습니다.
김치냉장고,냉각방식," 직냉식 (직접냉각방식)
  : 내부 벽면 혹은 천장에 달린 냉각 코일에서 발생한 찬 공기가 자연 대류 현상으로 냉각하는 방식입니다.
    냉각 코일이 있는 곳에 성에가 발생하며, 주기적으로 직접 성에 제거가 필요합니다.

 멀티냉각방식 (간접냉각방식)
  : 냉장고 내 후면 안쪽에 장착된 냉각기에서 발생한 찬 공기를 팬으로 강제 순환시켜 냉각하는 방식입니다.
    냉각기에 성에가 발생하지만 자동 제상기능이 주기적으로 성에를 제거해 줍니다."
김치냉장고,UP 가전,"이 기능으로 사용 중인 제품을 업데이트할 수 있습니다. 라이프스타일과 취향에 어울리는 업그레이드 기능으로 매일매일 새롭고 더 좋은 경험을 즐겨 보십시오. 불편이나 문제가 있을 때는 새로운 기능을 알려드리고 문제를 해결해 드리겠습니다.
"
김치냉장고,대용량 바스켓,다양한 식재료를 넉넉하게 보관하고 손쉽게 꺼낼 수 있습니다.
김치냉장고,신선야채실,"과일, 야채 등 신선함이 중요한 식품을 다른 식품들과 분리하여 보관하실 수 있습니다."
김치냉장고,접이식 선반,"접이선반을 활용해 큰 냄비, 수박 등을 손쉽게 수납할 수 있습니다. "
김치냉장고,멀티수납코너,햄이나 치즈 등을 보관할 수 있는 수납공간입니다. 야채 칸 앞 쪽에 위치하여 낭비되는 공간 없이 냉장고를 효율적으로 사용할 수 있게 만들어 줍니다.
김치냉장고,신선플러스 트레이,냉장고 안 수납공간에 있는 식재료를 필요에 따라 분리 보관할 수 있게 해주는 보관함입니다. 신선 야채실 또는 냉장실 선반에 끼워 서랍 위 또 하나의 서랍처럼 활용할 수 있습니다.
