제품군,항목명,설명
냉장고,스마트 진단,제품의 고장 원인을 진단할 수 있는 기능입니다. 제품에 스마트 진단 로고가 있는 모델에만 적용되며 진단을 진행하는 동안 진단음이 발생하므로 상담원 연결 시에만 사용하시고 평상시에는 작동하지 마시기 바랍니다.
냉장고,UP 가전,"쓰고 있는 제품을 업데이트할 수 있는 기능입니다. 라이프스타일과 취향에 맞춰 업그레이드된 기능으로 매일 새롭고 더 좋은 경험을 하실 수 있습니다. 게다가 제품 사용 중에 불편이나 문제가 있을 때 새로운 기능을 알려주거나 문제를 해결해 주기도 합니다.
"
냉장고,대용량 바스켓,다양한 식재료를 넉넉하게 보관하고 손쉽게 꺼낼 수 있습니다.
냉장고,신선야채실,"과일, 야채 등 신선함이 중요한 식품을 다른 식품들과 분리하여 보관하실 수 있습니다."
냉장고,접이식 선반,"접이선반을 활용해 큰 냄비, 수박 등을 손쉽게 수납할 수 있습니다. "
냉장고,멀티수납코너,햄이나 치즈 등을 보관할 수 있는 수납공간입니다. 야채 칸 앞 쪽에 위치하여 낭비되는 공간 없이 냉장고를 효율적으로 사용할 수 있게 만들어 줍니다.
냉장고,신선플러스 트레이,냉장고 안 수납공간에 있는 식재료를 필요에 따라 분리 보관할 수 있게 해주는 보관함입니다. 신선 야채실 또는 냉장실 선반에 끼워 서랍 위 또 하나의 서랍처럼 활용할 수 있습니다.
냉장고,메탈 프레쉬,냉장실 내 뒷 부분을 메탈 디자인으로 마감하여 고급스러움을 더해줍니다.
냉장고,신선보관야채실,과일과 야채를 신선하게 보관할 수 있습니다.
냉장고,강화유리 선반,25kg까지 견딜 수 있어 무거운 식품도 안전하게 보관할 수 있습니다.
냉장고,신선보관야채실⁺,"과일, 채소를 다른 식품과 분리하여 최적의 습도로 신선하게 보관할 수 있는 공간으로 기존 신선야채실에서 한층 업그레이드된 기능입니다."
냉장고,음성인식,"음성을 인식하는 장치와 마이크가 냉장고 문에 들어 있어 ThinQ를 통해 제품의 다양한 기능을 음성으로 편리하게 조작할 수 있습니다.
* 최적의 음성인식 성능을 위하여 명령어와 알아두기를 확인하세요."
냉장고,특급냉장,특급 냉장은 냉장실에 보관된 식품을 빨리 시원하게 만들고 싶을 때 사용하는 기능입니다.
냉장고,초기온도 (냉장),냉장실 초기 온도 설정은 3˚C이며 1˚C에서 7˚C까지 조절이 가능합니다.
냉장고,초기온도 (냉동),"냉동실 초기 설정 온도는 [중] 또는 -18˚C, -20˚C으로 [약/강] 또는 -15˚C~-23˚C 사이로 조절 가능합니다."
냉장고,계란통,"멀티 수납 코너에 계란을 보관할 수 있으며, 멀티 수납 코너가 없는 모델의 경우에는 별도의 계란통이 지급됩니다."
냉장고,잠금장치,제어창의 모든 버튼을 잠금 설정할 수 있습니다. 어린이의 장난이나 다른 사람이 조작하는 것을 막을 수 있습니다.
냉장고,선반,"냉장고 선반이 어떤 재질로 만들어져 있는지를 나타냅니다. 종류는 일반 플라스틱 재질, 메탈 재질, 글라스 재질이 있으며 글라스 재질은 빠른 시간 내에 차가워지는 편입니다."
냉장고,컨버터블 팬트리,"육류, 유제품 등을 가장 알맞은 온도로 보관해 주는 LG 시그니처 냉장고만의 수납공간입니다. 육류와 생선, 유제품, 일반 냉장 중에서 선택 가능하며 넓고 길어 다양한 크기의 음식을 보관할 수 있습니다."
냉장고,오토스마트도어,냉장고 앞에 사람이 서면 냉장실 문을 자동으로 열어 주는 LG 시그니처 냉장고만의 프리미엄한 기능입니다. 냉장고에 있는 센서가 사람의 키와 발끝을 감지합니다. *모델에 따라 적용되는 도어 위치는 상이 합니다.
냉장고,오토리프트,제품 앞에 있는 버튼을 누르면 아래쪽 서랍이 열리며 올라옵니다. *하칸에만 해당
냉장고,냉동전환기능,"상/하칸 별도의 냉각기가 있어 보관 재료에 맞게 냉동, 냉장, 김치 보관 중 알맞은 용도를 선택해 사용할 수 있습니다. "
냉장고,맛지킴김치 전환기능,"지금 그대로의 김치 맛을 유지하고 싶을 때 천천히 익게 만들어 주는 기능입니다. 갓 담근 김치의 맛, 딱 알맞게 익은 김치의 맛 등을 유지해 주며 김치 염도에 따라 온도의 세기를 다르게 설정해 다양한 김치를 최적의 상태로 보관할 수 있습니다."
냉장고,노크온매직스페이스,노크만으로 냉장고 내부를 확인할 수 있는 LG 냉장고만의 기능입니다. 고급스러운 디자인의 프리미엄한 3중 글라스로 되어 있습니다. 냉장고 문을 열지 않아도 안을 확인할 수 있어 냉장고 내부 온도 유지에 유리하고 불필요한 냉기 유출도 막아 줍니다.
냉장고,도어쿨링,도어 쪽 식품도 신선하게 보관할 수 있도록 냉기를 순환시키는 기술입니다.
냉장고,오토 아이스메이커,얼음틀을 꺼내어 물을 붓지 않아도 쉽게 얼음을 만들 수 있습니다.
냉장고,트레이,얼음을 만들고 저장할 수 있습니다.
냉장고,초기온도,"냉장실 초기 설정 온도는 3˚C이며 0˚C에서 6˚C까지 조절이 가능합니다. 냉동실 초기 설정 온도는 [중] 또는 -18˚C, -20˚C으로 [약/강] 또는 -15˚C~-23˚C 사이로 조절 가능합니다."
냉장고,오토스마트드로어,냉동실 문을 열면 냉동실 안에 있는 서랍이 작동으로 열리는 LG 시그니처 냉장고만의 프리미엄 기능입니다. 서랍에 있는 식재료를 쉽게 확인하고 찾을 수 있도록 도와줍니다.
냉장고,노크온 매직스페이스,노크만으로 냉장고 내부를 확인할 수 있는 LG 냉장고만의 기능입니다. 고급스러운 디자인의 프리미엄한 3중 글라스로 되어 있습니다. 냉장고 문을 열지 않아도 안을 확인할 수 있어 냉장고 내부 온도 유지에 유리하고 불필요한 냉기 유출도 막아 줍니다.
냉장고,무빙바스켓,높이가 있는 음료나 식재료도 보관할 수 있도록 고정 위치와 높이를 자유롭게 바꿀 수 있는 선반 입니다.
냉장고,Hygiene Fresh+,"냄새를 줄여줄 뿐만 아니라, UV 광촉매 필터가 적용되어 필터의 세균 성장을 억제하며 필터를 깔끔하게 유지합니다.
* 전용팬은 70분마다 10분씩 동작하며 냉장실 도어 오픈 시, 성에 제거 시에는 동작하지 않습니다."
냉장고,멀티쿨링시스템,냉장실 상단에서 또 한 번 쏴주는 냉기로 내부의 온도가 고르게 유지될 수 있도록 도와줍니다.
냉장고,스마트 디바이더,"작게 포장된 냉장식품, 우유, 맥주 등의 음료수를 보관할 수 있는 기능입니다."
냉장고,3단계 안심정수필터(UF필터),"이온흡착방식을 통해 물리적인 방식으로 중금속을 흡착하고, 중공사막방식(UF)을 통해 물리적인 방식으로 박테리아를 필터링합니다."
냉장고,5방향 터보샷,"기존의 3방향 터보 샷에 2방향을 추가하여 세탁력을 강화한 기능으로 드럼통 내부에서 5방향으로 강력하게 물줄기를 뿌려줍니다. 12시 방향의 노즐은 급수 호스에 연결돼 깨끗한 물을 분사 하고, 다른 노즐은 순환수(세제수/헹굼수)를 강력하게 분사합니다. 빈틈없는 강력한 물줄기로 빠른 시간에 깨끗한 세탁이 가능합니다.
"
냉장고,6모션,"인버터 DD 모터 기술로 세탁통과 세탁판을 움직이는 기능입니다. 모터의 힘과 회전 방향을 자유롭게 조절하여 손 빨래 하듯 섬세한 세탁이 가능합니다. 두드리기, 주무르기, 비비기, 풀어주기, 꼭꼭 짜기, 흔들기 총 6가지의 동작으로 구성되어 있습니다."
냉장고,듀얼 인버터 히트펌프,"듀얼 인버터 히트 펌프는 냉매를 압축하는 실린더를 1개 사용하는 기존 컴프레서와 다르게 실린더를 2개 사용한 기술입니다. 인버터에서 한 번 더 진화된 기술로 더욱 편리하게 건조하고, 전기료는 더 아낄수 있습니다."
냉장고,적외선 센서,세탁기나 건조기에서 옷감의 온도로 습도를 감지하는 센서입니다.
냉장고,클라우드 다운로드코스,기본으로 제공되지 않는 새로운 세탁 코스를 내려 받아 내 라이프스타일에 맞게 세탁기를 사용할 수 있는 기능입니다. 
냉장고,빨래추가,세탁기 작동 중 세탁물을 추가로 투입하거나 이물질을 제거하고 싶을 때 사용하는 기능입니다.
냉장고,탈수선택,"탈수 세기를 6단계(안 함, 섬세, 약, 중, 강, 건조맞춤)로 나누어 선택할 수 있습니다."
냉장고,물온도,"물 온도를 변경하고 싶을 때 사용하는 기능입니다. 물 온도는 표시창에 표시되며 냉수, 30℃, 40℃, 60℃, 95℃ 중에서 선택할 수 있습니다."
냉장고,콘덴서 자동세척,건조 코스를 사용할 때마다 건조가 끝나기 전에 자동으로 콘덴서를 세척해줍니다. 건조기를 30회 사용할 때마다 자동으로 콘덴서를 세척하는 기능도 있어 더욱 편리하게 사용할 수 있습니다.
냉장고,스마트 타이머,"세탁기나 건조기에서 세탁물의 무게를 감지해 세탁, 건조의 예상 소요 시간을 미리 표시해 주는 기능입니다."
냉장고,2중 안심필터,2중 안심 필터는 고무 패킹을 사용하여 필터와 필터 입구 간격을 줄여 먼지가 제품으로 들어오는 것을 막아줍니다.
냉장고,건조준비,세탁이 완료되기 전에 건조를 미리 준비하고 싶을 때 사용하는 기능입니다.
냉장고,다이렉트 페어링,워시타워에서 세탁 코스에 맞춰 건조 코스를 알아서 세팅해 주는 기능입니다. 별도의 ThinQ 앱이나 연동 작업으로 건조 코스를 지정할 필요 없이 세탁 코스에 따라 자동으로 건조 코스가 설정되어 편리하게 사용하실 수 있습니다.
냉장고,트루스팀,"고온의 미세스팀으로 세균과 바이러스를 최대 99.999% 제거하는 LG만의 특허 기술입니다. 스팀 생성기(스팀 제너레이터)에 물을 채우고 직접 가열한 후 고온의 미세스팀이 만들어지면 압력차로 스팀이 배출됩니다. 세탁기, 건조기, 스타일러에서는 의류 구김, 냄새를 제거해 주고 식기세척기에서는 트루스팀과 연수장치를 같이 사용해 물 얼룩을 87%까지 감소시키며 식기의 온도를 높여 표면의 물기를 없애 높은 건조 성능도 누릴 수 있습니다.
"
냉장고,4방향 터보샷,세탁물에 4방향으로 세제와 물을 뿌려 세탁 중에는 찌든 때를 효과적으로 없애주고 세탁 후에는 남은 세제 없이 깨끗하게 헹궈 주는 기능입니다.
냉장고,세탁 용량 (kg),"1인 기준 일주일치 빨랫감은 평균 4~5kg* 으로 구성원 수와 사용패턴을 고려하여, 용량 선택에 참고 하실 수 있습니다.

[가구 유형별 추천 용량]

1-2인 가구
· 트롬 : 12~15kg
· 통돌이 세탁기: 10~12kg

1인 가구 일주일 치 세탁물이 4kg임을 감안해 10kg 초반 작은 용량을 추천드립니다.

2-3인 가구
· 트롬 : 21~23kg
· 통돌이 세탁기: 15~16kg

겉옷이나 속옷을 나눠 세탁하거나 땀 흘린 운동복, 반려동물 장난감 등 별도 세탁물이 많다면 기존 트롬에 미니워시를 추가해도 좋습니다.

3인 이상 가구
· 트롬 : 21~25kg
· 통돌이 세탁기: 20~24kg
· 트롬 트윈워시: 28~29kg

드럼 방식은 세탁시 낙차를 이용한 여유 공간이 필요해 통돌이 세탁기보다 세탁 용량을 20~30% 크게 잡으면 좋습니다."
냉장고,조작 및 표현 방식,"판넬과 도어의 경계를 허물어 고급스럽고 엣지 있게, 다이얼과 터치 디스플레이로 조작을 간편하게 할 수 있습니다."
냉장고,인버터 DD모터,"벨트와 풀리 없이 세탁통과 모터를 직접 연결해 구동할 수 있는 LG만의 모터입니다. 기존 벨트 모터보다 부품 간 마찰이 적어 에너지 손실이 적고 오래 써도 성능이 떨어지지 않아 주기적인 부품 교체도 필요하지 않습니다. 특허받은 정밀 제어기술로 모터 힘과 회전 방향을 자유자재로 조절해 섬세한 세탁 모션 구현이 가능합니다.
"
냉장고,3방향 터보샷,고객의 손을 보호하기 위해 LG 통돌이 세탁기 도어에 적용된 안전설계 구조입니다. 세탁기 위쪽의 문이 천천히 부드럽게 닫히도록 설계하여 손이 도어 틈에 끼는 사고를 방지해 주는 역할을 합니다.     
냉장고,표준,일반적인 의류를 세탁해주는 코스입니다.
냉장고,알뜰삶음,"트롬 세탁기에 적용된 세탁 코스로 순면, 아기 옷, 속옷, 수건 등 위생에 민감한 의류를 고온(95℃)으로 삶아 세탁하는 코스 입니다. 자체 가열 시스템으로 물을 가열하므로 냉수 호스만 연결되어도 사용할 수 있습니다."
냉장고,기능성의류,"고어텍스, 윈드 스토퍼, 쉘러, 쿨맥스와 같은 소재의 기능성 의류를 세탁해주는 코스입니다."
냉장고,스피드워시,오염 부위가 적은 소량 세탁물을 빠른 시간 내에 세탁해 주는 코스입니다.
냉장고,울/섬세,"수축이나 변형되기 쉬운 섬유, 속옷 등 섬세한 의류를 세탁해주는 코스입니다.
* 본 코스를 사용하기 전 물 세탁이 가능한 세탁물인지 반드시 확인하세요."
냉장고,헹굼+탈수,헹굼과 탈수만 하고 싶을 때 사용하는 코스입니다.
냉장고,이불,"물세탁 표시가 있는 담요 또는 이불을 세탁해주는 코스입니다.
* 전기 담요, 커튼, 발 닦이용 발판, 매트 등을 세탁하면 제품과 세탁물이 손상될 수 있습니다.
* 매뉴얼에 기재된 중량 및 크기를 초과하는 대형 이불을 세탁할 경우 세탁물이 손상될 수 있습니다.
* 이불은 일반 세탁물과 분리하여 한 장씩 세탁하세요. 두 장 이상 세탁할 경우 서로 엉키거나 치우침에 의해 세탁이 잘 안되거나 탈수 이상 현상이 발생할 수 있습니다.
* 이불은 고르게 펴서 드럼 내에 80 %까지 차도록 넣으세요. 이불을 말아서 넣으면 불균형으로 제품이 오작동될 수도 있습니다.
* 이불을 넣을 때는 드럼 안으로 확실히 들어가도록 넣으세요. 이불이 세탁기 문과 고무 패킹 사이에 놓이면 제품과 세탁물이 손상될 수 있습니다."
냉장고,조용조용,제품의 작동 중 나는 소리를 줄여 조용하게 세탁해주는 코스입니다.
냉장고,찌든때,물을 40-60 ℃로 데워서 옷감을 불려 찌든 때를 제거해주는 코스입니다.
냉장고,컬러케어,색상이 있는 의류를 세탁해주는 코스입니다.
냉장고,다운로드코스,LG ThinQ 앱으로 기본 코스 외에 추가로 새로운 세탁 또는 건조 코스를 다운로드하고 사용할 수 있는 기능입니다.
냉장고,통살균,"* 가열된 세탁수로 세탁조 내부를 살균해 주는 코스입니다. 세탁통의 물을 최대 60도까지 가열하고 회전시켜 세탁통 내부의 대장균, 황색포도상구균을 99.9% 제거하고 찌든 때를 없애는 데 도움을 줍니다. 
* 살균 효과는 세균의 종류, 사용환경 등에 따라 차이가 있을 수 있습니다.
"
냉장고,스마트 페어링 (건조기 연동 시),LG 트롬 건조기를 함께 사용 중이라면 진행 중인 세탁 정보가 그대로 공유됩니다. 따로 설정 없이도 세탁 코스에 맞게 최적의 건조 코스를 곧바로 진행할 수 있습니다.
냉장고,스마트 원격제어,제품의 전원을 켜고 원격제어 기능을 설정하면 언제 어디서나 제품을 작동할 수 있습니다.
냉장고,통 살균(세척) 코치,세탁 횟수 정보를 통해 통살균(통세척) 적정 시기를 확인할 수 있습니다.
냉장고,스마트케어,스마트케어 기능은 사용자의 세탁 습관과 날씨까지 고려하여 세탁 옵션을 추천 해주는 기능입니다.
냉장고,스마트 인버터 모터,세탁통과 모터가 벨트로 연결되어 있는 방식으로 모터의 회전속도를 조절하여 섬세한 동작이 가능한 LG만의 모터입니다.
냉장고,소프트 안전도어,고객의 손을 보호하기 위해 LG 통돌이 세탁기 도어에 적용된 안전설계 구조입니다. 세탁기 위쪽의 문이 천천히 부드럽게 닫히도록 설계하여 손이 도어 틈에 끼는 사고를 방지해 주는 역할을 합니다.     
냉장고,소량급속,오염 부위가 적은 소량의 세탁물을 짧은 시간에 세탁해주는 코스 입니다.
냉장고,통세척,"LG 통돌이 세탁기의 세탁조 세척 기능으로 뭉쳐 있는 세제와 섬유유연제, 오염물을 제거합니다. 월 1회 사용을 권장하며 일반적으로 약 30회 세탁기 사용 시 디스플레이창에 ""tcl"" 표기 자동 알림으로 세탁조 청소 시점을 확인하실 수 있습니다. "
냉장고,헹굼횟수,헹굼 횟수를 설정하여 사용할 수 있습니다.
냉장고,애벌세탁,본 세탁 시작 전 세탁물의 오염이 심한 부분을 한번 더 세탁해주는 옵션입니다.
냉장고,좌/우 가변도어,"도어의 핸들 방향을 왼쪽 또는 오른쪽으로 변경하여 편리하게 사용할 수 있습니다.

* 최초 설치 시 무상으로 핸들방향 변경이 가능하며, 사용 중에 도어 방향 변경을 원할 경우 서비스 센터로 접수해 유상으로 변경할 수 있습니다. 제공된 힌지를 분실한 경우 부품비가 추가 발생됩니다."
냉장고,페어설치키트,설치 키트를 사용해 설치하면 냉장고 사이의 틈새를 메워 주어 빌트인 제품처럼 일체감 있는 설치가 가능합니다.
냉장고,아이스트레이,얼음을 만들고 저장할 수 있습니다.
냉장고,노크온,LG 냉장고에만 있는 특별한 기능으로 냉장고 문을 두드리기만 하면 냉장고 안을 확인할 수 있습니다. 문을 열지 않고도 안을 볼 수 있어 내부 온도를 잘 유지할 수 있고 불필요하게 냉기가 빠져나가는 것도 방지할 수 있습니다.
냉장고,접이 선반,"접이선반을 활용해 큰 냄비, 수박 등을 손쉽게 수납할 수 있습니다. "
