제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,타입,도어 개수,설치타입,전체 용량 (L),무게 (kg),"제품 크기 (WxHxD, mm)",디스플레이,색상,도어스타일/재질,핸들,메탈 프레쉬,매직스페이스,히든버튼,정온기능,좌/우 가변도어,탈취,도어쿨링⁺,칸칸탈취,컴프레서,소음 (dB),ThinQ (Wi-Fi),스마트 진단,UP 가전,내부조명,강화유리 선반,유산균가드,냉기지킴가드,익힘,맛지킴 김치,구입 김치,오래 보관,New 유산균김치⁺,유산균 인디케이터,인공지능 맞춤보관,원격제어,칸칸 On/Off,김치 보관/익힘기능,냉동 전환기능,냉장 전환기능,쌀/잡곡 보관,야채/과일,육류/생선,쿨링 케어,쿨링센서,신선 보관실,멀티 보관실,김치통 개수,소형 김치통 개수,김치 용기 구성,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,에너지 소비효율등급,정격전압 (V/Hz),소비전력 (kWh/월),동일모델의 출시년월,제조자 (수입자),제조국,품질보증기준,A/S 책임자와 전화번호,구성품 (오브제 컬렉션 페어설치키트),외부 디스플레이,원터치탈취기능,냉각방식,문열림 각도,도어 패널 모델명,본체 모델명,메탈 디자인,냉장 용량 (L),냉동 용량 (L),특급냉동,노크온 기능,음성인식,대용량 바스켓,신선야채실,접이식 선반,멀티수납코너,신선플러스 트레이,UV청정탈취필터+,디스펜서,아이스메이커,얼음 종류,수도관 연결,신선맞춤실
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gbb337,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GBB337,판매중,"8,048,000원","7,250,000원","6,575,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,5.0,['https://www.lge.co.kr/kr/images/refrigerators/md10600854/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,151,"914 x 1,860 x 698",O,오브제컬렉션 베이지 / 베이지,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GBE (상칸 1개) / D870BB-GBE (하칸 2개),M626AAA332,,384,229,O,O,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081svv057,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081SVV057,판매중,"8,714,000원","7,850,000원","7,133,100원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,,['https://www.lge.co.kr/kr/images/refrigerators/md10574842/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,143,"914 x 1,860 x 698",O,오브제컬렉션 실버 / 실버,스테인리스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625GBB3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-TSV (상칸 2개) / D870BB-TSV (하칸 2개),M626AAA052,,378,223,O,X,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,"크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081svv357,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081SVV357,판매중,"8,991,000원","8,100,000원","7,365,600원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,,['https://www.lge.co.kr/kr/images/refrigerators/md10574841/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,148,"914 x 1,860 x 698",O,오브제컬렉션 실버 / 실버,스톤 (스테인리스),스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-TSV (상칸 1개) / D870BB-TSV (하칸 2개),M626AAA352,,378,223,O,O,X,O,O (2),접이선반(1단),O,O,O,X,"오토 아이스메이커, 트위스트 아이스 메이커","크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gga037,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GGA037,판매중,"7,659,000원","6,900,000원","6,249,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642837/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,144,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 2개) / D870BB-GAM (하칸 2개),M626AAA032,,384,229,O,X,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081gga357,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081GGA357,판매중,"8,381,000원","7,550,000원","6,854,100원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,5.0,['https://www.lge.co.kr/kr/images/refrigerators/md10642831/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,151,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 1개) / D870BB-GAM (하칸 2개),M626AAA352,,378,223,O,O,X,O,O (2),접이선반(1단),O,O,O,X,"오토 아이스메이커, 트위스트 아이스 메이커","크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081gag357,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081GAG357,판매중,"8,381,000원","7,550,000원","6,854,100원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642832/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,151,"914 x 1,860 x 698",O,오브제컬렉션 아몬드 / 토프,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GAM (상칸 1개) / D870BB-GTP (하칸 2개),M626AAA352,,378,223,O,O,X,O,O (2),접이선반(1단),O,O,O,X,"오토 아이스메이커, 트위스트 아이스 메이커","크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081gga057,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081GGA057,판매중,"7,992,000원","7,200,000원","6,528,600원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,5.0,['https://www.lge.co.kr/kr/images/refrigerators/md10642833/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,146,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625GBB3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 2개) / D870BB-GAM (하칸 2개),M626AAA052,,378,223,O,X,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,"크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081gag057,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1081GAG057,판매중,"7,992,000원","7,200,000원","6,528,600원","포인트 최대 200,000 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정",,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642834/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,146,"914 x 1,860 x 698",O,오브제컬렉션 아몬드 / 토프,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625GBB3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GAM (상칸 2개) / D870BB-GTP (하칸 2개),M626AAA052,,378,223,O,X,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,"크래프트 아이스, 각얼음",O,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gga337,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GGA337,판매중,"8,048,000원","7,250,000원","6,575,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642835/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,151,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 1개) / D870BB-GAM (하칸 2개),M626AAA332,,384,229,O,O,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gag337,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GAG337,판매중,"8,048,000원","7,250,000원","6,575,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642836/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,151,"914 x 1,860 x 698",O,오브제컬렉션 아몬드 / 토프,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GAM (상칸 1개) / D870BB-GTP (하칸 2개),M626AAA332,,384,229,O,O,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gag037,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GAG037,판매중,"7,659,000원","6,900,000원","6,249,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642838/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,144,"914 x 1,860 x 698",O,오브제컬렉션 아몬드 / 토프,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GAM (상칸 2개) / D870BB-GTP (하칸 2개),M626AAA032,,384,229,O,X,X,O,O (2),접이선반(1단),O,O,O,X,트위스트 아이스 메이커,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gbb022,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GBB022,판매중,"7,659,000원","6,900,000원","6,249,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642839/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,143,"914 x 1,860 x 698",O,오브제컬렉션 베이지 / 베이지,글라스,스퀘어 핸들,X,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GBE (상칸 2개) / D870BB-GBE (하칸 2개),M626AAA022,,384,229,O,X,X,O,O (2),X,O,O,O,X,아이스 트레이,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gga022,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GGA022,판매중,"7,659,000원","6,900,000원","6,249,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642840/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,143,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,X,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 2개) / D870BB-GAM (하칸 2개),M626AAA022,,384,229,O,X,X,O,O (2),X,O,O,O,X,아이스 트레이,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1093gag022,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R1093GAG022,판매중,"7,659,000원","6,900,000원","6,249,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642841/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,143,"914 x 1,860 x 698",O,오브제컬렉션 아몬드 / 토프,글라스,스퀘어 핸들,X,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GAM (상칸 2개) / D870BB-GTP (하칸 2개),M626AAA022,,384,229,O,X,X,O,O (2),X,O,O,O,X,아이스 트레이,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r937gga022,LG 디오스 오브제컬렉션 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,R937GGA022,판매중,"7,049,000원","6,350,000원","5,738,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10642847/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,613,143,"914 x 1,860 x 698",O,오브제컬렉션 토프 / 아몬드,글라스,스퀘어 핸들,X,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625AAA3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GTP (상칸 2개) / D870BB-GAM (하칸 2개),M626AAA022,,384,229,O,X,X,O,O (2),X,O,O,O,X,아이스 트레이,각얼음,X,
김치냉장고,https://www.lge.co.kr/kimchi-refrigerators/r1081gbb055,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡,R1081GBB055,판매중,"7,810,000원","7,100,000원","6,435,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 5만P 증정,,,,['https://www.lge.co.kr/kr/images/refrigerators/md10574844/gallery/small01.jpg'],상냉장/하냉동,4도어,Fit & Max,601,146,"914 x 1,860 x 698",O,오브제컬렉션 베이지 / 베이지,글라스,스퀘어 핸들,O,X,X,O (자동정온),,O,O,,인버터 리니어 컴프레서,,O,O,O,Top,,,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07003-24122,R-R-LGE-M625GBB3522406,2등급,220V / 60Hz,38.0,2025-02,LG전자(주),한국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,멀티냉각방식,,D870TT-GBE (상칸 2개) / D870BB-GBE (하칸 2개),M626AAA052,,378,223,O,X,X,O,O (2),접이선반(1단),O,O,O,X,"오토 아이스메이커, 트위스트 아이스 메이커","크래프트 아이스, 각얼음",O,
