제품군,항목명,설명
식기세척기,스마트진단,제품의 고장 원인을 진단할 수 있는 기능입니다. 제품에 스마트 진단 로고가 있는 모델에만 적용되며 진단을 진행하는 동안 진단음이 발생하므로 상담원 연결 시에만 사용하시고 평상시에는 작동하지 마시기 바랍니다.
식기세척기,UP 가전,사용 중인 제품에 새로운 기능을 업데이트할 수 있는 기능입니다. 변화하는 라이프스타일과 취향에 맞게 제품을 업그레이드 할 수 있어 매일 더 새롭고 좋아진 제품을 경험하실 수 있습니다. 또한 제품 사용 중 불편한 점이나 문제가 있을 때 새로운 기능을 알려주거나 문제를 해결해 주기도 합니다. https://www.lge.co.kr/upappliance
식기세척기,자동 문열림 건조,"식기세척기의 세척이 끝나면 문이 자동으로 열리는 기능입니다. 증기 배출 없이 워터자켓으로 응축 건조 후 안전한 온도가 되면 자동으로 문이 열리고 잔여 수증기를 배출하기 때문에 냄새를 제거해 주고 깔끔한 건조를 도와줍니다.
"
식기세척기,건조방식,"LG 식기세척기는 총 3단계의 건조 방식을 거칩니다.('열풍건조'는 열풍 모듈 적용 모델에 한함)
1. 워터자켓의 물을 채워 차가운 벽면으로 습기를 응축시키는 '응축건조'
2. 응축 건조 후 자동으로 문을 열어 습기를 배출하는 '자동문열림 건조'
3. 뜨거운 열풍으로 남아있는 물기를 말려주는 '열풍건조'"
식기세척기,인버터 DD모터,1998년 세계 최초 개발되어 LG 세탁기에 적용된 기술로 벨트와 풀리 없이 세탁통과 모터를 직접 연결한 구동 방식이 적용된 모터입니다. 기존 벨트 모터 대비 부품 간 마찰이 적어 에너지 손실이 적고 오래 써도 처음 성능을 유지하며 주기적 부품 교체 비용도 들지 않습니다. 특허받은 정밀한 제어기술로 모터 힘과 회전 방향을 자유자재로 조절해 다양하고 섬세한 세탁 모션 구현이 가능해졌습니다.
식기세척기,토네이도 세척 날개,54개의 입체 물살을 만들어 빠르고 강력한 세척을 도와줍니다.
식기세척기,3단 누수 방지 시스템,"세척기 내부와 급배수 밸브의 누수를 감지하고 완벽하게 급수를 차단하는 다중 보호 시스템입니다. 물이 바깥으로 새어 나가는 것을 방지하는 이중 호스, 추가적인 물의 유입을 차단하는 안전 밸브, 식기세척기의 바닥 부분에 설치되어 물이 샐 경우 작동을 중단시키는 바닥 팬 등의 구성 요소로 이루어져 있습니다."
식기세척기,스마트 선반 시스템,"선반의 높낮이와 공간을 쉽게 조절할 수 있어 작은 식기류부터 큰 냄비까지 다양한 수납이 가능한 LG DIOS 식기세척기의 선반 시스템입니다.

(1) 수저, 국자, 작은 컵 등 다양한 종류의 집기류를 수납할 수 있는 다용도 선반.
(2) 높은 용기도 한 번에 수납할 수 있는 3단 높이 조절.
(3) 접어다 폈다 할 수 있어 다양한 식기를 수납할 수 있는 맞춤형 식기 꽂이."
식기세척기,100℃ 트루스팀,"고온의 미세 스팀이 포함된 세척 코스*로 총 28종의 유해 세균, 바이러스를 99.999%까지 제거해 줍니다. 

* 고온의 살균세척과 스팀 분사를 병행하여 진행하는 코스"
식기세척기,보관기능,"세척/헹굼/건조가 끝난 후 자동으로 이어지는 기능으로 식기를 꺼내지 않아도 내부의 습한 공기를 제거하는 데 도움을 줍니다.
고객 설정에 따라  최소 1시간에서 최대 4시간(초기값) 동안 송풍팬이 작동하여 건조 성능 향상에
도움을 주며, 식기를 더욱 쾌적한 상태로 꺼낼 수 있습니다."
식기세척기,에어 필터,생활 먼지 및 2.5~10㎛의 미세먼지를 차단하는 에어필터로 더 깨끗한 열풍건조가 가능합니다. 깨끗한 공기로 건조하기 위해 1년에 한번 에어필터를 교체하는 것을 권장합니다.
식기세척기,부분세척,"세척할 식기의 양이 적을 때 아래쪽 또는 위쪽만 사용할 수 있게 하는 세척 코스 중 하나입니다. 오염이 많을 때는 아래쪽, 오염이 적을 때는 위쪽에 놓고 세척하는 것이 좋습니다."
식기세척기,고온살균(살균세척),세척 및 헹굼 시 물의 온도를 최대 80℃까지 높여 세척합니다.
식기세척기,안심헹굼,헹굼을 4회 추가하여 더욱 안심할 수 있습니다. * 헹굼 시간과 물 사용량이 늘어납니다.
식기세척기,표준,"세척, 건조, 시간, 전기, 물 사용량을 효율적으로 적용한 코스 입니다."
식기세척기,야간조용,"일반 세척 코스보다 조용한 코스로 늦은 밤에도 사용할 수 있습니다.

야간조용코스 / 표준 코스 기준(Sound Pressure) 자체 테스트 결과(2022.01)
* 소음 측정 구간은 식기세척기 전 행정(예비세척, 본세척, 헹굼)의 평균값 기준입니다.
* 표준코스 대비 소음이 평균 2dB 감소합니다.
* 실제 사용 코스와 사용 환경에 따라 소음의 정도는 다를 수 있습니다."
식기세척기,UV살균보관,건조 후 보관 단계에서 식기에 남은 유해세균이 증식하는 것을 막아줍니다. (UV 살균 해당 모델에 한함)
식기세척기,섬세,"유리컵, 와인잔 등 깨지기 쉬운 식기류를 세척하는 경우에 적합합니다."
식기세척기,급속,음식량이 적은 소량의 식기를 짧은 시간에 세척합니다.
식기세척기,불림,식기에 남은 음식물이 말라 붙어 있는 경우에 사용하여 더욱 깨끗이 세척하는데 도움을 주는 기능입니다.
식기세척기,통살균,뜨거운 물로 제품 내부를 물리적인 방식으로 세척하기 위한 코스입니다. (식기 세척 기능 없음)
